cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,2.8333333333333335,6.166666666666667,4.5,3.1666666666666665,3.4318767136623336,2.3687784005919825,2.953340857778225,5,1,4,3,0,0,3.1181810305501503,3.194300412135347,0.6666666666666666,4,2.1701547277128945,2.6074400165765166
1,10,6,4,False,running,3.0,6.333333333333333,4.166666666666667,2.5,4.006938426723769,1.3743685418725535,2.4608038433722337,12,3,0,2,0,0,2.674440690742502,3.1489083043021444,0.6666666666666666,4,1.5690355937288494,2.618963801541299
2,9,5,4,False,running,3.5,6.0,4.666666666666667,2.6666666666666665,3.5316033500695156,0.9574271077563381,1.7638342073763937,17,3,0,1,0,0,1.9092817481889355,2.452051171186092,0.5833333333333334,2,1.1801898050140316,2.2556993346148446
3,4,0,4,False,running,3.5,6.0,5.333333333333333,2.6666666666666665,3.8042374035044424,0.9574271077563381,1.3333333333333333,19,2,0,1,0,0,1.9092817481889355,2.23501426083036,0.5833333333333334,2,1.0833333333333333,2.3891838588012395
4,2,0,2,False,running,3.5,6.0,5.166666666666667,2.6666666666666665,3.72677996249965,0.9574271077563381,1.0137937550497034,21,1,0,0,0,0,1.9092817481889355,2.0706769026409693,0.5,0,1.0,2.6440952648335565
5,2,0,2,False,running,3.5,6.0,5.0,2.5,3.8078865529319543,0.9574271077563381,0.9574271077563381,22,0,0,0,0,0,1.9092817481889355,2.216348910790576,0.5,0,1.0,2.9461479417636816
6,0,0,0,True,stable_no_position_changes,3.5,6.0,5.0,2.5,3.8078865529319543,0.9574271077563381,0.9574271077563381,22,0,0,0,0,0,1.9092817481889355,2.216348910790576,0.5,0,1.0,2.9461479417636816
