cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,4.5,4.666666666666667,5.5,4.5,1.0137937550497034,3.337497399083464,2.345207879911715,2,4,2,1,1,0,3.151850508039501,2.42607837681317,0.5833333333333334,8,1.8440825170409967,1.7607491837076632
1,11,5,6,False,running,4.5,4.5,5.0,5.0,0.7071067811865476,2.7386127875258306,2.7688746209726918,2,8,2,1,0,0,2.619451622144093,2.7306805764678064,0.6666666666666666,12,2.0593378447210777,1.0
2,6,4,2,False,running,4.833333333333333,4.833333333333333,5.333333333333333,5.0,0.52704627669473,2.5712081034235856,2.357022603955158,3,10,1,1,0,0,2.383749361748577,2.3468959024593627,0.6666666666666666,12,1.7071067811865477,1.0
3,2,0,2,False,running,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,0.0,2.5712081034235856,2.5055493963954847,4,12,1,1,0,0,2.383749361748577,2.2725887965158806,0.6666666666666666,12,1.6094757082487299,1.0
4,2,2,0,False,running,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,0.0,2.5055493963954847,2.5055493963954847,7,14,1,1,0,0,2.2937191095026686,2.2725887965158806,0.6666666666666666,12,1.345177968644246,1.0
5,0,0,0,True,stable_no_position_changes,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,0.0,2.5055493963954847,2.5055493963954847,7,14,1,1,0,0,2.2937191095026686,2.2725887965158806,0.6666666666666666,12,1.345177968644246,1.0
