cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,4.5,4.666666666666667,5.5,4.5,1.0137937550497034,3.337497399083464,2.345207879911715,2,4,2,1,1,0,3.151850508039501,2.42607837681317,0.5833333333333334,8,1.8440825170409967,1.7607491837076632
1,12,6,6,False,running,5.0,4.5,5.666666666666667,4.166666666666667,0.74535599249993,2.29128784747792,3.320809807528546,4,2,1,3,0,0,1.9945575210557722,3.5018448155273405,0.5,6,1.981058252895446,2.233605332079653
2,12,6,6,False,running,5.333333333333333,4.333333333333333,5.5,3.6666666666666665,0.6871842709362768,1.3333333333333333,4.099457958749615,9,1,0,5,0,2,1.3665123251917788,4.262148002586628,0.5833333333333334,5,2.2081137626050795,2.7980095019950944
3,8,4,4,False,running,5.833333333333333,4.0,5.333333333333333,3.6666666666666665,0.6009252125773317,1.0671873729054748,4.447221354708778,10,0,0,6,0,4,1.6868922286325254,4.569127163181206,0.5833333333333334,5,2.4166666666666665,2.901550308901706
4,6,4,2,False,running,6.166666666666667,3.3333333333333335,5.166666666666667,3.5,1.0137937550497031,1.0137937550497034,4.478342947514801,11,2,0,6,0,4,2.1316712677453453,4.60594773544623,0.5833333333333334,3,2.3333333333333335,2.7477870984873314
5,6,4,2,False,running,6.0,2.5,5.0,3.6666666666666665,1.5365907428821477,0.9574271077563381,4.459696053419884,11,4,0,6,0,4,2.603075788536377,4.523735055348004,0.5833333333333334,5,2.3333333333333335,2.4795199650946045
6,2,0,2,False,running,6.0,2.5,4.833333333333333,3.8333333333333335,1.7716909687891087,0.9574271077563381,4.503085362035431,11,2,0,6,0,4,2.603075788536377,4.523735055348004,0.5833333333333334,3,2.25,2.754566888406752
7,2,0,2,False,running,6.0,2.5,4.666666666666667,4.166666666666667,2.1343747458109497,0.9574271077563381,4.512328790226961,12,1,0,5,0,4,2.603075788536377,4.478342947514801,0.5,2,2.075932471253701,3.0960487682336186
8,2,0,2,False,running,6.0,2.5,4.5,4.5,2.5,0.9574271077563381,4.600724580614087,11,1,0,6,0,4,2.603075788536377,4.569127163181206,0.5833333333333334,1,2.0,3.307028848078
9,2,0,2,False,running,6.0,2.5,4.333333333333333,4.833333333333333,2.8674417556808756,0.9574271077563381,4.512328790226961,12,1,0,5,0,4,2.603075788536377,4.478342947514801,0.5,1,2.075932471253701,3.387097845198774
10,2,0,2,False,running,6.0,2.5,4.166666666666667,5.166666666666667,3.2360813064912666,0.9574271077563381,4.503085362035432,11,1,0,6,0,4,2.603075788536377,4.523735055348004,0.5833333333333334,1,2.25,3.499517039313934
11,2,0,2,False,running,6.0,2.5,4.0,5.333333333333333,3.4681086744474685,0.9574271077563381,4.459696053419884,11,1,0,6,0,4,2.603075788536377,4.523735055348004,0.5833333333333334,2,2.3333333333333335,3.5435057097306353
12,1,0,1,False,running,6.0,2.5,3.8333333333333335,5.333333333333333,3.5668224265054493,0.9574271077563381,4.437842318564782,11,1,0,6,0,4,2.603075788536377,4.523735055348004,0.5,2,2.4166666666666665,3.551757335863367
13,1,0,1,False,running,6.0,2.5,3.8333333333333335,5.166666666666667,3.435921354681384,0.9574271077563381,4.428443418528808,11,1,0,6,0,4,2.603075788536377,4.478342947514801,0.5833333333333334,1,2.5,3.5077686654466653
14,0,0,0,True,stable_no_position_changes,6.0,2.5,3.8333333333333335,5.166666666666667,3.435921354681384,0.9574271077563381,4.428443418528808,11,1,0,6,0,4,2.603075788536377,4.478342947514801,0.5833333333333334,1,2.5,3.5077686654466653
