cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,6.0,4.0,3.8333333333333335,4.5,2.223610677354389,2.886751345948129,2.718251071716682,2,4,4,2,0,0,3.1972426158727036,2.7064187816213914,0.5,7,2.0400752472703934,1.7705448000209536
1,12,6,6,False,running,6.0,3.6666666666666665,4.0,4.333333333333333,2.1081851067789197,1.8856180831641267,3.5433819375782165,5,5,0,4,0,0,2.5101033325531112,3.473582504722351,0.5,7,1.9765522371893687,1.9463709248042929
2,12,6,6,False,running,5.5,3.5,4.0,4.166666666666667,1.6414763002993509,1.0801234497346435,4.13991411612474,10,1,0,5,0,2,1.6022145855872945,4.097810644397237,0.75,4,2.27648207294587,2.8492914700829832
3,8,4,4,False,running,4.5,3.0,3.8333333333333335,4.166666666666667,1.343709624716425,0.9574271077563381,4.503085362035431,11,2,0,6,0,4,1.612585122689043,4.523735055348004,0.5833333333333334,4,2.25,2.811888816320168
4,6,3,3,False,running,3.5,3.0,4.166666666666667,4.333333333333333,1.4907119849998596,0.9574271077563381,4.512328790226961,12,1,0,6,0,3,1.9092817481889355,4.497850262982143,0.6666666666666666,3,2.069035593728849,3.053458657817984
5,3,0,3,False,running,3.5,3.0,4.5,4.5,1.8027756377319946,0.9574271077563381,4.600724580614087,11,0,0,6,0,4,1.9092817481889355,4.569127163181206,0.5833333333333334,1,2.0,3.338693711710762
6,3,0,3,False,running,3.5,3.0,4.833333333333333,4.666666666666667,2.1343747458109497,0.9574271077563381,4.512328790226961,12,0,0,6,0,3,1.9092817481889355,4.497850262982143,0.6666666666666666,1,2.069035593728849,3.580434262958539
7,3,0,3,False,running,3.5,3.0,5.166666666666667,4.833333333333333,2.4776781245530843,0.9574271077563381,4.503085362035432,11,0,0,6,0,4,1.9092817481889355,4.523735055348004,0.5833333333333334,1,2.25,3.681020864348923
8,2,0,2,False,running,3.5,3.0,5.333333333333333,5.0,2.7131367660166177,0.9574271077563381,4.459696053419884,11,0,0,6,0,4,1.9092817481889355,4.523735055348004,0.5833333333333334,2,2.3333333333333335,3.6998479229959442
9,2,0,2,False,running,3.5,3.0,5.166666666666667,5.166666666666667,2.7335365778094545,0.9574271077563381,4.428443418528808,11,0,0,6,0,4,1.9092817481889355,4.478342947514801,0.5833333333333334,1,2.5,3.691279666483728
10,1,0,1,False,running,3.5,3.0,5.166666666666667,5.333333333333333,2.8674417556808756,0.9574271077563381,4.437842318564782,11,0,0,6,0,4,1.9092817481889355,4.523735055348004,0.5,2,2.4166666666666665,3.7203655272655545
11,0,0,0,True,stable_no_position_changes,3.5,3.0,5.166666666666667,5.333333333333333,2.8674417556808756,0.9574271077563381,4.437842318564782,11,0,0,6,0,4,1.9092817481889355,4.523735055348004,0.5,2,2.4166666666666665,3.7203655272655545
