cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,6.0,4.0,3.8333333333333335,4.5,2.223610677354389,2.886751345948129,2.718251071716682,2,4,4,2,0,0,3.1972426158727036,2.7064187816213914,0.5,7,2.0400752472703934,1.7705448000209536
1,12,6,6,False,running,5.0,4.166666666666667,3.6666666666666665,4.333333333333333,1.343709624716425,2.793842435706702,1.9436506316151003,4,5,0,0,0,0,2.693106040782286,1.9806466503950604,0.5833333333333334,8,1.932242716426537,1.5677132666701052
2,10,6,4,False,running,4.166666666666667,4.5,3.8333333333333335,5.0,0.6009252125773317,2.778888666755511,2.034425935955617,9,6,1,1,0,0,2.709462261473956,2.01262474127395,0.5833333333333334,8,1.829294395863654,1.46138592143713
3,7,4,3,False,running,3.8333333333333335,4.833333333333333,3.6666666666666665,4.5,0.3726779962499648,2.068278940998476,1.7716909687891083,9,12,0,1,0,0,2.0416410154994367,1.7055575786723092,0.5833333333333334,11,1.5690355937288494,1.1035533905932737
4,5,3,2,False,running,3.6666666666666665,4.666666666666667,3.1666666666666665,4.833333333333333,0.5270462766947297,2.185812841434,1.90029237516523,10,13,1,1,0,0,2.1449840085844514,2.119011214211529,0.6666666666666666,12,1.60223106353453,1.0
5,10,4,6,False,running,3.0,5.333333333333333,2.3333333333333335,5.666666666666667,0.74535599249993,2.4267032964268394,2.3333333333333335,9,13,2,2,0,0,2.868567899493922,3.2873608701256747,0.6666666666666666,12,1.800698916654686,1.0
6,9,5,4,False,running,2.6666666666666665,5.833333333333333,2.0,6.666666666666667,1.0671873729054753,2.242270674512285,2.560381915956203,8,9,2,5,0,1,3.122935509929222,4.154050530122541,0.5833333333333334,10,1.9363389981249826,1.117851130197758
7,5,3,2,False,running,2.8333333333333335,5.833333333333333,2.1666666666666665,6.5,0.9428090415820638,2.758824226207808,3.064129385141706,9,10,3,5,0,2,3.4438939302755287,4.30754011041983,0.6666666666666666,11,2.1666666666666665,1.0833333333333333
8,4,2,2,False,running,2.8333333333333335,5.833333333333333,2.3333333333333335,6.666666666666667,0.9718253158075506,3.0459444804161775,3.018461712712472,9,10,3,5,1,1,3.65533439582463,4.2816553180539705,0.6666666666666666,11,2.25,1.0833333333333333
9,4,2,2,False,running,3.1666666666666665,6.166666666666667,2.3333333333333335,6.666666666666667,0.9718253158075498,3.0459444804161775,2.4037008503093262,9,9,3,3,1,1,3.65533439582463,3.819759756021083,0.6666666666666666,11,2.0833333333333335,1.2893446629166316
10,3,1,2,False,running,3.0,6.0,2.0,7.0,1.4142135623730951,2.70801280154532,2.0,9,8,2,5,0,1,3.4196321354291137,4.026445742191112,0.6666666666666666,11,1.8333333333333333,1.4560113295832984
11,6,3,3,False,running,2.5,6.333333333333333,2.1666666666666665,6.166666666666667,0.3726779962499648,2.4094720491334933,2.571208103423585,7,9,4,4,0,1,3.6137593441805342,3.758765390916707,0.5833333333333334,10,1.8485035415004554,1.3244101855826809
