cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
24,7,5,2,False,running,5.0,6.333333333333333,5.166666666666667,6.0,0.3726779962499648,1.8856180831641267,1.0671873729054748,13,14,1,0,0,0,2.5740399013948445,1.848287383084559,0.5833333333333334,11,1.2755946491137722,1.0345177968644246
25,12,6,6,False,running,5.0,5.5,4.5,5.166666666666667,0.6009252125773314,1.9790570145063195,1.8408935028645435,8,11,1,1,0,0,2.0580168491071524,1.631250472728827,0.75,8,1.3535533905932737,1.206559055384923
26,9,4,5,False,running,4.666666666666667,5.166666666666667,5.166666666666667,5.333333333333333,0.5270462766947297,2.088327347690278,1.3017082793177757,10,11,1,0,0,0,1.9679865968612438,1.4565425774376877,0.5,10,1.3244101855826809,1.1523689270621824
27,11,6,5,False,running,5.5,4.833333333333333,6.333333333333333,5.166666666666667,0.8975274678557507,2.094967514996089,1.4240006242195884,8,12,0,0,0,0,2.1449840085844514,2.367373528140861,0.5833333333333334,11,1.372677996249965,1.117851130197758
28,10,5,5,False,running,6.166666666666667,4.833333333333333,7.166666666666667,5.333333333333333,1.118033988749895,2.147349787787521,1.536590742882148,10,9,0,3,0,0,2.5897630476972715,3.054123572677163,0.5833333333333334,9,1.372677996249965,1.1720412585204982
29,11,6,5,False,running,6.833333333333333,5.0,7.0,6.0,1.0137937550497034,1.9507833184532708,1.1547005383792515,10,13,2,2,1,0,2.7964490338673005,2.9827586704710387,0.5833333333333334,10,1.3238624597810562,1.117851130197758
30,11,5,6,False,running,6.5,5.666666666666667,6.666666666666667,6.833333333333333,1.1785113019775788,1.5723301886761005,1.536590742882148,11,10,2,3,0,1,2.6061388813049873,3.271637723823248,0.6666666666666666,8,1.2898923887182563,1.2702200572599405
31,8,5,3,False,running,6.333333333333333,6.333333333333333,6.5,7.166666666666667,0.8498365855987982,1.3333333333333333,1.6499158227686108,13,12,2,3,0,1,2.7125253542425667,3.536375871360297,0.6666666666666666,10,1.1035533905932737,1.1666666666666667
32,8,5,3,False,running,5.666666666666667,6.333333333333333,5.833333333333333,6.833333333333333,0.5270462766947297,1.563471919941143,2.3687784005919825,9,6,1,4,0,1,2.558437644123671,3.1290288084422517,0.6666666666666666,7,1.35223106353453,1.4422613157804387
33,10,6,4,False,running,5.333333333333333,6.166666666666667,5.166666666666667,6.333333333333333,0.235702260395515,2.1666666666666665,2.650995620097811,5,8,2,3,0,1,2.6194516221440933,2.757904187967624,0.6666666666666666,10,1.5957295868607535,1.2011844635310913
34,11,6,5,False,running,5.0,5.833333333333333,4.833333333333333,5.833333333333333,0.16666666666666696,2.4094720491334933,3.0459444804161775,3,9,2,3,0,1,2.4823182625384743,2.847934440213533,0.5833333333333334,12,1.8043729868748775,1.1666666666666667
35,10,4,6,False,running,4.833333333333333,5.333333333333333,4.833333333333333,5.333333333333333,0.0,2.833333333333333,2.891558595482912,5,6,2,1,0,0,2.7047077820948844,2.9161482476439855,0.5,10,2.2157357332418877,1.235702260395516
36,9,5,4,False,running,4.833333333333333,5.333333333333333,5.166666666666667,5.166666666666667,0.3726779962499652,3.2702361450580972,3.5978388574871505,5,11,3,4,0,1,3.242722725712969,3.605187808612355,0.75,12,2.605211177452629,1.0
37,8,2,6,False,running,5.0,5.0,5.333333333333333,4.666666666666667,0.47140452079103123,3.265986323710904,3.756475889861548,5,5,3,4,0,1,3.0970507175633615,3.779895703903495,0.5,9,2.711443265665896,1.4762313868432386
38,10,5,5,False,running,5.0,5.166666666666667,5.333333333333333,4.833333333333333,0.4714045207910319,3.435921354681384,3.6094013046179527,3,4,4,5,0,0,3.356913496690085,3.695972024278761,0.6666666666666666,9,2.8415849594660654,1.4910768522493474
39,12,6,6,False,running,4.833333333333333,5.5,5.666666666666667,4.166666666666667,1.5723301886761007,3.2744804507314167,3.5629263877386586,4,3,2,4,1,1,3.2921153495047473,3.67655271081848,0.75,7,2.1158572815210936,1.7661237755614951
40,10,6,4,False,running,4.833333333333333,5.5,5.333333333333333,3.8333333333333335,1.740051084818425,3.223179934302286,3.7006005518624194,5,5,3,4,0,1,3.321905200066776,3.779895703903495,0.5833333333333334,9,1.9417135899788143,1.490529126447723
41,9,5,4,False,running,4.166666666666667,5.0,5.0,3.5,1.7159383568311666,3.531603350069515,3.9895697345286076,6,8,4,5,0,1,3.5441934435079787,4.09609964487073,0.6666666666666666,10,1.8667660549786946,1.2845177968644246
42,7,3,4,False,running,4.0,4.666666666666667,5.0,3.3333333333333335,1.6666666666666667,3.39934634239519,3.815174380753199,4,6,3,4,0,1,3.3694855482168395,3.9684948569393,0.5,8,1.85223106353453,1.4220412585204985
43,8,5,3,False,running,3.6666666666666665,4.5,4.5,3.3333333333333335,1.4337208778404378,3.8042374035044424,4.2196629670573875,4,9,3,6,1,2,3.840890069007871,4.3529322182530334,0.5,10,1.853005664791649,1.206559055384923
44,11,6,5,False,running,4.0,4.166666666666667,4.5,3.3333333333333335,0.9718253158075502,3.4840908267278126,3.531603350069515,4,9,3,5,0,0,3.465112245269379,3.6717982314394084,0.5,10,1.7750469233121475,1.290440114519881
45,9,4,5,False,running,4.333333333333333,3.6666666666666665,4.666666666666667,3.3333333333333335,0.4714045207910319,2.9627314724385294,2.6666666666666665,5,7,2,2,0,0,2.908330675496303,2.8231757916607196,0.6666666666666666,9,1.6612480579094775,1.3732257220515895
46,12,6,6,False,running,4.166666666666667,3.0,4.666666666666667,4.333333333333333,1.4240006242195882,2.3392781412697,2.4720661623652207,5,7,2,1,0,0,2.5113541496800065,2.3910568060817154,0.75,9,1.690938988721695,1.481058252895446
47,12,6,6,False,running,4.166666666666667,3.6666666666666665,4.5,5.0,1.3743685418725535,2.5221243250702594,2.9860788111948193,5,9,2,2,0,0,2.455114263954702,2.9742004090110044,0.6666666666666666,9,1.85223106353453,1.206559055384923
48,11,5,6,False,running,4.666666666666667,4.166666666666667,3.8333333333333335,6.0,2.0138409955990952,3.0595932917809696,3.337497399083464,5,5,3,3,0,0,2.90283550680488,3.6717982314394084,0.5,8,1.8880711874576983,1.5595647201765719
49,10,6,4,False,running,4.333333333333333,5.0,3.5,6.666666666666667,1.8633899812498247,3.496029493900505,3.435921354681384,4,6,3,5,0,2,3.4070600839023597,4.071837850024315,0.5833333333333334,7,2.0906525420165916,1.7602014579060388
50,7,5,2,False,running,4.0,5.0,3.0,6.833333333333333,2.0883273476902775,3.559026084010437,2.9107081994288304,3,7,4,5,0,1,3.4892727640005865,3.9528925996681266,0.5833333333333334,8,2.219534467930663,1.6646403964408656
51,9,5,4,False,running,3.5,5.666666666666667,2.6666666666666665,7.0,1.5723301886761003,3.0230595245361758,1.9720265943665387,5,10,2,3,0,1,3.3375074573379497,3.570166237880901,0.75,9,1.75,1.5590169943749475
52,9,5,4,False,running,3.5,6.333333333333333,2.8333333333333335,7.0,0.9428090415820635,2.4094720491334933,1.5723301886761005,7,12,3,3,0,0,2.9991148911627086,3.3240934403836366,0.6666666666666666,10,1.615754201881895,1.251647069819757
53,7,3,4,False,running,3.1666666666666665,6.5,3.0,7.333333333333333,0.8498365855987972,1.7480147469502525,1.8856180831641267,7,10,2,5,0,1,2.7337436692364165,3.6522909159720656,0.6666666666666666,9,1.5345177968644246,1.1720412585204982
54,10,5,5,False,running,3.1666666666666665,6.5,1.8333333333333333,6.666666666666667,1.3437096247164249,2.2484562605386733,1.6414763002993509,5,13,3,4,0,1,3.0727889227169474,3.7375470759228566,0.5833333333333334,11,1.593534791239372,1.3190355937288492
55,7,3,4,False,running,2.6666666666666665,6.166666666666667,1.5,6.333333333333333,1.178511301977579,2.1666666666666665,1.8633899812498247,6,11,3,5,0,1,3.1917341730731352,3.9316742846742763,0.5,12,1.6922613157804387,1.25
56,8,4,4,False,running,2.5,5.666666666666667,1.6666666666666667,5.333333333333333,0.8975274678557508,2.1921577396609844,2.4037008503093262,4,8,2,4,0,1,3.1064584002062983,3.69777102581233,0.75,9,1.631374268545123,1.1035533905932737
57,10,6,4,False,running,1.6666666666666667,4.666666666666667,2.1666666666666665,5.833333333333333,1.2692955176439842,2.4037008503093262,1.986062547968831,3,10,4,2,1,1,3.5605496641996495,3.235875463779443,0.6666666666666666,9,1.5393446629166316,1.2750469233121475
58,12,6,6,False,running,2.1666666666666665,4.666666666666667,3.3333333333333335,6.333333333333333,2.0344259359556167,2.088327347690278,1.9436506316151,9,10,2,3,0,0,3.056413089109231,2.7651236302937003,0.5833333333333334,8,1.1666666666666667,1.35223106353453
59,11,6,5,False,running,3.1666666666666665,5.666666666666667,4.0,6.166666666666667,0.9718253158075502,2.1666666666666665,2.4094720491334933,3,9,1,3,0,0,2.6321116756779097,2.6756915078693972,0.6666666666666666,9,1.6362011345973297,1.2559223176554564
60,10,5,5,False,running,3.8333333333333335,5.333333333333333,4.166666666666667,5.5,0.3726779962499652,2.3863035105460586,3.064129385141706,3,7,1,2,0,1,2.4097221561214996,3.0588780520562353,0.5833333333333334,10,1.8020932000068772,1.2559223176554564
61,12,6,6,False,running,4.166666666666667,5.333333333333333,4.833333333333333,5.666666666666667,0.7453559924999296,2.7738861628488727,3.370624736026114,2,7,2,3,0,0,2.7730292044484446,3.4970903361482684,0.5,10,1.7847006554165616,1.304737854124365
62,12,6,6,False,running,4.833333333333333,5.0,5.333333333333333,5.5,0.7071067811865476,3.3870669054835956,4.2196629670573875,3,6,3,5,0,2,3.4196321354291137,4.389752790518057,0.5,9,1.618033988749895,1.3535533905932737
63,9,6,3,False,running,5.5,5.333333333333333,5.333333333333333,5.166666666666667,0.23570226039551562,3.8477987935383986,4.2064764880413215,2,7,6,5,0,3,4.054524593226634,4.1721177503407185,0.5,12,2.05229253466056,1.1863389981249826
64,7,1,6,False,running,5.333333333333333,5.333333333333333,5.0,4.833333333333333,0.6009252125773314,3.7564758898615485,2.4776781245530843,3,4,5,0,0,0,3.9057894923084167,2.386038878180645,0.5833333333333334,9,1.8303363956530203,1.485702260395516
65,12,6,6,False,running,5.0,5.0,5.166666666666667,4.333333333333333,0.6871842709362772,2.516611478423583,2.5221243250702594,5,5,0,1,0,1,2.5710976976574877,2.2483270016694656,0.5833333333333334,8,1.7947192547704633,1.5250469233121475
66,11,6,5,False,running,5.0,4.666666666666667,4.833333333333333,4.166666666666667,0.52704627669473,2.3570226039551585,2.3687784005919825,10,10,1,1,0,1,2.1402295292053792,1.9412598390678248,0.6666666666666666,10,1.7915394585380133,1.117851130197758
67,12,6,6,False,running,4.333333333333333,4.0,3.8333333333333335,2.8333333333333335,1.2692955176439844,2.8674417556808756,2.7588242262078078,10,9,2,2,1,0,2.5450236271693583,3.2051481900274488,0.5,10,2.1478962607536745,1.1868867239266072
68,12,6,6,False,running,3.8333333333333335,3.1666666666666665,3.3333333333333335,2.1666666666666665,1.118033988749895,2.9344694769431685,2.8915585954829117,7,11,3,4,0,1,3.1103634584024675,3.840890069007871,0.5833333333333334,11,2.176702137470902,1.117851130197758
69,8,4,4,False,running,3.6666666666666665,2.8333333333333335,4.0,2.1666666666666665,0.7453559924999302,2.7131367660166177,2.793842435706702,5,8,3,5,0,1,3.1605100456147426,3.4274364334686513,0.5,10,1.8638121927280789,1.117851130197758
70,9,5,4,False,running,4.0,2.6666666666666665,4.166666666666667,2.1666666666666665,0.52704627669473,2.4267032964268394,2.934469476943168,4,8,2,5,0,1,2.8630594566943532,3.618500549451461,0.6666666666666666,10,1.7327626669439693,1.309564720176572
71,9,3,6,False,running,4.166666666666667,2.8333333333333335,4.166666666666667,2.8333333333333335,0.0,2.8185890875479602,2.223610677354389,5,6,3,1,0,0,3.0883911799881205,2.719832798575705,0.6666666666666666,9,1.9949226101053694,1.5447192547704633
72,12,6,6,False,running,4.166666666666667,2.8333333333333335,4.666666666666667,2.5,0.6009252125773317,2.4381231397212986,2.852873794770615,5,8,2,3,0,0,2.834023569552821,3.440850450422964,0.5833333333333334,9,1.9584165227129393,1.5250469233121475
73,10,5,5,False,running,4.833333333333333,2.8333333333333335,3.8333333333333335,2.3333333333333335,1.1180339887498945,2.934469476943168,3.0046260628866577,8,7,2,5,0,1,3.2873608701256747,3.6976830238052685,0.5833333333333334,9,2.161795783711102,1.2898923887182563
74,10,5,5,False,running,4.166666666666667,2.6666666666666665,3.6666666666666665,2.6666666666666665,0.5000000000000004,2.891558595482912,2.96273147243853,6,6,3,4,0,0,3.3006736109647807,3.4970903361482684,0.5833333333333334,8,2.1463228135904306,1.304737854124365
75,11,5,6,False,running,4.0,2.8333333333333335,3.3333333333333335,3.1666666666666665,0.7453559924999296,3.131382371342656,3.2188679859713276,5,6,4,3,0,1,3.4282783988962096,3.5943400307202538,0.5,8,2.3268736662604383,1.3041901283227404
76,11,5,6,False,running,3.3333333333333335,3.3333333333333335,3.0,3.5,0.372677996249965,2.848001248439177,3.095695936834452,5,6,2,5,0,0,3.154981989899128,3.5441934435079787,0.5833333333333334,9,2.1885337937463643,1.3589279824471054
77,11,6,5,False,running,3.5,3.6666666666666665,3.3333333333333335,4.166666666666667,0.5270462766947303,3.0776975521032313,3.2702361450580972,4,8,4,5,0,0,3.218460930866554,3.4619807634097524,0.5,11,2.0463663245902204,1.0690355937288492
78,9,4,5,False,running,3.1666666666666665,4.333333333333333,3.6666666666666665,4.5,0.52704627669473,2.891558595482912,3.7155828016013257,5,8,3,5,0,0,3.1645105615733176,3.778184704376987,0.5,10,1.7262313868432386,1.358380256645481
79,12,6,6,False,running,3.6666666666666665,5.166666666666667,4.666666666666667,4.0,1.5365907428821484,3.2702361450580972,3.2489314482696545,3,5,2,2,1,0,3.3392184568644567,3.220750447298622,0.5833333333333334,10,2.0951779686442458,1.5495461208226704
80,11,6,5,False,running,4.166666666666667,4.666666666666667,4.666666666666667,3.3333333333333335,1.4240006242195886,3.1666666666666665,3.80058475033046,2,4,2,5,0,1,3.101805196942434,3.9442330620928856,0.75,11,2.0118485277257956,1.4363389981249826
81,10,6,4,False,running,4.5,4.166666666666667,4.833333333333333,3.3333333333333335,0.8975274678557507,3.56682242650545,3.7006005518624194,2,7,4,3,0,1,3.4970903361482684,3.840890069007871,0.5833333333333334,11,2.5345311241898334,1.1375234616560739
82,9,4,5,False,running,4.666666666666667,3.8333333333333335,4.166666666666667,3.3333333333333335,0.7071067811865476,3.7006005518624194,3.218867985971328,1,5,4,3,0,1,3.7327925965437845,3.218460930866554,0.5,12,2.701481665490292,1.3923503277082807
83,11,5,6,False,running,4.5,3.8333333333333335,4.333333333333333,3.3333333333333335,0.52704627669473,2.778888666755511,2.6034165586355513,3,5,0,2,0,1,2.7777836838275167,2.30456688739477,0.6666666666666666,10,2.1755457975139616,1.4417135899788143
84,12,6,6,False,running,4.5,3.3333333333333335,4.333333333333333,3.0,0.3726779962499652,2.4776781245530843,2.4267032964268394,5,11,2,2,0,1,2.3421414230802906,2.30456688739477,0.5833333333333334,11,1.9253353981600123,1.1035533905932737
85,11,6,5,False,running,3.6666666666666665,3.0,4.0,2.5,0.6009252125773317,2.1343747458109497,2.5,3,11,1,2,0,1,2.4949783160722907,3.077543402096019,0.5833333333333334,12,1.789892388718256,1.1375234616560739
86,10,4,6,False,running,4.0,2.5,4.5,2.5,0.5,2.692582403567252,2.614064523559687,2,7,3,2,0,0,3.2583249829841425,3.173068823033351,0.5833333333333334,10,1.6863389981249826,1.2845177968644246
87,10,5,5,False,running,4.0,3.1666666666666665,5.0,3.0,1.0137937550497031,2.9674156357941426,3.1091263510296048,5,9,4,2,0,1,3.046816128344025,3.3054280903438524,0.75,11,1.5250469233121475,1.0690355937288492
88,7,4,3,False,running,4.166666666666667,3.5,5.5,3.5,1.333333333333333,3.009245014211298,2.972092416687835,4,10,2,2,0,1,2.9694459296319327,3.011673668581318,0.6666666666666666,11,1.6423503277082807,1.103005664791649
89,7,4,3,False,running,4.833333333333333,3.5,6.0,3.6666666666666665,1.1785113019775795,3.064129385141706,2.9814239699997196,4,9,3,2,0,1,3.0891451434086172,3.2444337252394764,0.6666666666666666,11,1.7588791308472949,1.103005664791649
90,11,6,5,False,running,5.0,4.166666666666667,5.833333333333333,4.0,0.8498365855987973,2.4776781245530843,1.8633899812498247,5,8,1,1,0,0,2.3673735281408614,2.0688646269992543,0.6666666666666666,10,1.5250469233121475,1.2702200572599405
91,12,6,6,False,running,5.333333333333333,4.0,6.166666666666667,3.0,1.301708279317776,2.0548046676563256,1.8633899812498247,6,8,0,1,0,0,2.1316712677453453,2.7439933173069124,0.5833333333333334,10,1.5155760497598703,1.2011844635310913
92,11,5,6,False,running,6.0,3.5,5.5,2.5,1.118033988749895,1.8929694486000912,1.7795130420052185,6,11,1,3,0,0,2.3626190487617893,2.4399892474738816,0.5833333333333334,8,1.3732257220515895,1.2559223176554564
93,11,5,6,False,running,5.5,2.8333333333333335,4.333333333333333,2.0,1.433720877840438,2.094967514996089,1.4907119849998596,7,8,1,3,1,0,2.531710886330252,2.7651236302937003,0.6666666666666666,8,1.49535599249993,1.2702200572599405
94,10,4,6,False,running,5.0,2.3333333333333335,2.8333333333333335,1.6666666666666667,2.266911751455907,1.8856180831641267,1.536590742882148,10,9,2,3,0,1,2.7439933173069124,3.45416319126207,0.75,8,1.3737734478532142,1.42741585037433
95,10,6,4,False,running,4.333333333333333,2.1666666666666665,2.0,2.3333333333333335,2.3392781412696997,2.1666666666666665,1.5986105077709065,9,7,2,4,1,1,2.9288083011778014,3.364731068837767,0.75,6,1.4565590553849228,1.6232257220515895
96,6,4,2,False,running,3.8333333333333335,2.5,1.6666666666666667,2.5,2.166666666666667,2.4608038433722332,1.4624940645653537,8,11,2,4,1,1,2.9161482476439855,3.5817679791934993,0.5833333333333334,9,1.490529126447723,1.5406505120281402
97,7,4,3,False,running,3.1666666666666665,2.8333333333333335,1.5,2.6666666666666665,1.674979270186815,2.758824226207808,1.7716909687891083,8,8,4,4,1,1,3.3005856089577184,3.8621083840017207,0.5833333333333334,9,1.5833333333333333,1.5690355937288494
98,6,4,2,False,running,2.8333333333333335,3.1666666666666665,1.5,3.0,1.343709624716425,2.758824226207808,2.217355782608345,8,9,4,4,0,1,3.414877656050042,3.9684948569393,0.5833333333333334,10,1.5393446629166316,1.4166666666666667
99,5,3,2,False,running,2.6666666666666665,3.3333333333333335,1.5,2.6666666666666665,1.3437096247164249,2.7284509239574835,1.7716909687891083,8,7,4,4,0,1,3.3702395116373363,3.8621083840017207,0.5833333333333334,9,1.5250469233121475,1.5
100,4,2,2,False,persistent_or_recurrent_movement_max_cycles,2.5,3.1666666666666665,1.3333333333333333,2.5,1.3437096247164249,2.3213980461973533,1.5723301886761007,8,9,4,5,0,1,3.2426347237059066,4.026445742191112,0.5833333333333334,10,1.372677996249965,1.3333333333333333
