cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
10,8,4,4,False,running,5.833333333333333,2.1666666666666665,6.333333333333333,5.666666666666667,3.535533905932738,0.9718253158075502,3.80058475033046,11,2,1,6,0,3,2.7518108894545943,4.333424902785691,0.5,2,1.75,3.0862355537348996
11,8,5,3,False,running,7.166666666666667,2.0,6.0,6.0,4.166666666666667,1.0671873729054748,3.7416573867739413,11,5,4,5,0,3,3.778184704376987,4.242640687119285,0.5833333333333334,5,1.735702260395516,2.705802391291512
12,4,1,3,False,running,7.166666666666667,2.1666666666666665,5.666666666666667,6.333333333333333,4.428443418528807,0.9718253158075502,3.80058475033046,11,3,3,6,0,3,3.62944960345877,4.333424902785691,0.6666666666666666,4,1.75,3.0998952453587467
13,7,3,4,False,running,7.333333333333333,3.1666666666666665,5.0,6.333333333333333,3.933474573735315,1.0137937550497034,3.681787005729087,11,0,3,5,0,2,3.2051481900274488,4.097722642390175,0.5833333333333334,2,1.7677993276567243,3.2280574228002497
14,7,3,4,False,running,7.333333333333333,3.8333333333333335,4.333333333333333,6.333333333333333,3.9051248379533265,1.1666666666666665,3.6666666666666665,10,0,2,5,0,2,3.1035161964689415,4.0523305345569725,0.5833333333333334,1,1.846081870423579,3.311042988944234
15,5,1,4,False,running,7.5,4.0,3.8333333333333335,6.333333333333333,4.346134936801765,0.9574271077563381,3.655285366576885,11,0,3,6,0,2,3.1489083043021444,4.097722642390175,0.5,1,1.8333333333333333,4.153258615365112
16,7,3,4,False,running,6.666666666666667,4.666666666666667,3.1666666666666665,6.0,3.7453675090407055,1.0540925533894598,3.7155828016013257,11,0,1,6,0,2,2.3196919038755905,4.179935322488402,0.5833333333333334,2,1.7171292729553322,3.799846221597035
17,7,3,4,False,running,7.0,5.5,2.8333333333333335,5.666666666666667,4.169998667732267,0.9574271077563381,3.7453675090407055,11,0,2,6,0,2,2.7518108894545943,4.225327430321604,0.5,2,1.7893446629166316,3.5906612521988275
18,7,3,4,False,running,6.5,6.0,2.8333333333333335,5.333333333333333,3.7267799624996494,0.9574271077563381,3.833333333333333,11,1,0,6,0,2,2.603075788536377,4.225327430321604,0.5,1,1.872677996249965,3.4157556840608994
19,6,2,4,False,running,6.0,6.5,2.8333333333333335,5.0,3.5039660069381062,0.9574271077563381,4.058598553961973,12,1,0,6,0,3,2.603075788536377,4.370245475050715,0.5,1,1.9166666666666667,3.3463735109946318
20,3,0,3,False,running,6.0,6.5,2.8333333333333335,4.666666666666667,3.659083066683358,0.9574271077563381,4.126472801046649,12,1,0,6,0,3,2.603075788536377,4.415637582883917,0.6666666666666666,1,1.9166666666666667,3.45192075026457
21,3,0,3,False,running,6.0,6.5,3.3333333333333335,4.166666666666667,3.543381937578216,0.9574271077563381,4.245913067618999,11,1,0,6,0,3,2.603075788536377,4.378817010618893,0.5,1,2.0,3.4840178175257783
22,2,0,2,False,running,6.0,6.5,3.5,4.0,3.5355339059327378,0.9574271077563381,4.310839052125854,11,1,0,6,0,3,2.603075788536377,4.415637582883917,0.6666666666666666,1,2.25,3.4942766196605834
23,2,0,2,False,running,6.0,6.5,3.6666666666666665,3.8333333333333335,3.5433819375782165,0.9574271077563381,4.437842318564782,11,1,0,6,0,4,2.603075788536377,4.523735055348004,0.5,1,2.4166666666666665,3.5316141065751423
24,1,0,1,False,running,6.0,6.5,3.8333333333333335,3.8333333333333335,3.4359213546813834,0.9574271077563381,4.428443418528808,11,1,0,6,0,4,2.603075788536377,4.478342947514801,0.5833333333333334,1,2.5,3.5077686654466653
25,0,0,0,True,stable_no_position_changes,6.0,6.5,3.8333333333333335,3.8333333333333335,3.4359213546813834,0.9574271077563381,4.428443418528808,11,1,0,6,0,4,2.603075788536377,4.478342947514801,0.5833333333333334,1,2.5,3.5077686654466653
