cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
11,7,5,2,False,running,5.666666666666667,3.5,6.833333333333333,3.1666666666666665,1.2133516482134192,2.6718699236468995,2.9344694769431685,8,9,2,4,0,1,2.9663828368633225,3.9442330620928856,0.75,10,1.9869805705509023,1.4071957931143897
12,5,3,2,False,running,5.833333333333333,3.8333333333333335,6.666666666666667,3.6666666666666665,0.8498365855987982,3.100179206289712,3.3829638550307397,7,11,3,5,0,2,3.395458342589761,4.015597964299011,0.6666666666666666,12,2.1270714799076114,1.5504626062886657
13,2,2,0,False,running,6.0,3.8333333333333335,6.666666666666667,3.6666666666666665,0.6871842709362772,3.0230595245361753,3.3829638550307397,7,11,3,5,0,2,3.3694855482168395,4.015597964299011,0.5833333333333334,12,2.05693654216063,1.2696723314583158
14,6,3,3,False,running,6.166666666666667,4.0,6.166666666666667,4.333333333333333,0.33333333333333304,2.852873794770615,3.320809807528546,6,10,1,4,0,1,3.2921153495047473,3.5104030769873744,0.5,10,1.5587142324213978,1.117851130197758
15,7,4,3,False,running,6.166666666666667,4.333333333333333,6.0,4.666666666666667,0.3726779962499656,2.7738861628488727,3.4480268109295333,5,9,2,4,0,1,3.1307201950527133,3.6609504535473065,0.5833333333333334,11,1.4708567949894071,1.103005664791649
16,4,2,2,False,running,5.833333333333333,4.666666666666667,6.0,4.5,0.23570226039551626,3.05959329178097,3.304037933599835,5,13,3,4,0,1,3.234063188137728,3.45416319126207,0.5,12,1.372677996249965,1.0
17,3,0,3,False,running,5.833333333333333,4.666666666666667,5.5,4.166666666666667,0.6009252125773314,3.05959329178097,3.4721111093332766,4,8,3,4,0,1,3.234063188137728,3.428190396889148,0.5833333333333334,11,1.4560113295832984,1.25
18,5,3,2,False,running,5.333333333333333,4.666666666666667,5.333333333333333,4.666666666666667,0.0,3.333333333333333,3.844187531556932,7,12,3,4,0,1,3.395458342589761,3.8862821768410734,0.6666666666666666,12,1.2060113295832984,1.0
19,6,3,3,False,running,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,0.0,3.73422608373468,4.314059701848262,7,13,4,5,0,2,3.7327925965437845,4.30754011041983,0.6666666666666666,12,1.1863389981249826,1.0
20,11,5,6,False,running,4.666666666666667,4.833333333333333,5.166666666666667,4.666666666666667,0.5270462766947297,3.0595932917809696,2.1666666666666665,5,8,1,1,0,0,2.9954187240048546,1.9788343747533454,0.5,10,1.5447192547704633,1.1868867239266072
21,11,6,5,False,running,4.666666666666667,4.5,4.666666666666667,4.666666666666667,0.16666666666666696,2.6087459737497545,1.563471919941143,10,12,1,0,1,0,2.2483270016694656,1.3665123251917788,0.75,12,1.5261423749153966,1.2060113295832984
22,9,3,6,False,running,4.666666666666667,4.5,5.5,5.666666666666667,1.4337208778404378,2.034425935955617,1.674979270186815,8,10,0,1,0,0,1.8512295868219162,1.9993120004348441,0.6666666666666666,9,1.4849276591383969,1.3928980535099054
23,12,6,6,False,running,5.5,5.333333333333333,5.666666666666667,6.5,1.1785113019775795,2.1147629234082532,2.034425935955617,5,9,1,3,0,0,2.336048124567261,2.9113937682649134,0.6666666666666666,10,1.5797847774365126,1.3041901283227404
24,11,6,5,False,running,5.166666666666667,6.333333333333333,6.166666666666667,7.166666666666667,1.301708279317776,2.6509956200978113,2.068278940998476,5,11,3,3,0,1,3.1761123028859157,3.67655271081848,0.5833333333333334,11,1.6375234616560739,1.1523689270621824
25,9,5,4,False,running,5.5,6.666666666666667,6.166666666666667,7.666666666666667,1.2018504251546633,2.1921577396609844,1.536590742882148,6,13,1,5,0,1,3.1701266192959943,3.840890069007871,0.5,10,1.25,1.1375234616560739
26,6,3,3,False,running,5.833333333333333,6.833333333333333,6.0,7.0,0.23570226039551626,1.986062547968831,1.2909944487358056,9,14,2,3,1,0,3.1622210451412496,3.0437530355754148,0.6666666666666666,11,1.2553745918538317,1.117851130197758
27,7,3,4,False,running,6.0,6.5,6.5,6.0,0.7071067811865476,1.8929694486000912,1.6072751268321592,8,10,2,2,1,0,2.884068880649888,2.7838902564486916,0.6666666666666666,7,1.358380256645481,1.304737854124365
28,11,5,6,False,running,6.5,6.166666666666667,6.5,5.666666666666667,0.5,1.7480147469502525,2.5440562537456244,6,8,3,3,0,1,2.998360927742212,3.1017039208272266,0.5833333333333334,8,1.5202200572599402,1.2553745918538317
29,10,5,5,False,running,6.166666666666667,5.666666666666667,5.5,5.0,0.9428090415820638,2.3154073315749675,2.5,3,6,3,2,0,1,2.8927284182251296,2.2223542072965436,0.5,9,2.05229253466056,1.3244101855826809
30,11,6,5,False,running,5.333333333333333,5.166666666666667,4.666666666666667,4.333333333333333,1.0671873729054748,2.1666666666666665,2.185812841434,8,9,0,1,0,0,2.338337640999329,1.8331623666037384,0.75,10,1.9125703849682212,1.1380711874576983
31,12,6,6,False,running,5.0,4.666666666666667,3.8333333333333335,3.6666666666666665,1.5365907428821481,2.560381915956203,2.5873624493766707,4,10,1,1,0,1,2.30456688739477,2.396409415282394,0.5833333333333334,10,1.9294152037569123,1.3206826635486062
32,12,6,6,False,running,4.166666666666667,4.666666666666667,3.1666666666666665,4.166666666666667,1.1180339887498953,2.650995620097811,2.4381231397212986,6,9,1,3,0,0,2.558437644123671,2.548086719937968,0.75,8,1.5,1.4126277291969875
33,9,5,4,False,running,3.6666666666666665,4.0,3.5,4.166666666666667,0.23570226039551595,2.4267032964268394,3.223179934302286,2,6,1,3,0,0,2.526479166160827,3.2794552959709304,0.6666666666666666,7,1.9058734660556456,1.6089279824471054
34,11,6,5,False,running,3.3333333333333335,4.333333333333333,4.0,3.6666666666666665,0.9428090415820631,3.1269438398822866,3.7712361663282534,4,3,4,3,0,1,3.2872728681186127,3.819759756021083,0.6666666666666666,6,1.540440114519881,1.6965404560310213
35,12,6,6,False,running,3.6666666666666665,3.8333333333333335,3.8333333333333335,4.666666666666667,0.8498365855987977,3.4681086744474685,3.419714088113865,4,6,3,3,0,1,3.5895855513411816,3.2794552959709304,0.5,8,1.4220412585204985,1.3535533905932737
36,9,4,5,False,running,4.0,4.333333333333333,4.0,5.5,1.166666666666667,3.197221015541813,2.753785273643051,3,5,3,2,0,1,3.0891451434086172,2.465962041846804,0.5833333333333334,9,1.731058252895446,1.4417135899788143
37,10,6,4,False,running,4.333333333333333,5.0,4.333333333333333,6.166666666666667,1.166666666666667,2.494438257849294,2.5221243250702594,7,7,1,2,0,1,2.2725887965158806,2.611634049996411,0.5833333333333334,8,1.4212666572633792,1.3387079251871652
38,12,6,6,False,running,4.833333333333333,5.5,5.166666666666667,6.333333333333333,0.8975274678557507,2.2484562605386733,1.8333333333333333,6,6,1,1,0,0,2.2483270016694656,2.4447437268529537,0.5833333333333334,6,1.3923503277082807,1.4565590553849228
39,12,6,6,False,running,5.5,6.333333333333333,5.166666666666667,6.833333333333333,0.6009252125773314,2.1921577396609844,1.1303883305208782,8,10,3,1,0,0,2.7626586673466957,2.5874735312652035,0.75,10,1.5196723314583158,1.1375234616560739
40,8,5,3,False,running,5.666666666666667,6.333333333333333,5.833333333333333,6.333333333333333,0.16666666666666607,1.6666666666666665,1.0137937550497034,13,16,2,0,0,0,2.5161086290590786,2.380686268979967,0.5833333333333334,12,1.0690355937288492,1.0
41,10,5,5,False,running,6.0,6.666666666666667,6.333333333333333,7.333333333333333,0.7453559924999292,1.5986105077709065,1.3333333333333333,10,16,2,3,0,1,2.8370866623214313,3.527817609900263,0.6666666666666666,11,1.2410768522493474,1.0833333333333333
42,7,3,4,False,running,6.0,6.833333333333333,6.666666666666667,6.5,0.74535599249993,1.5723301886761005,2.034425935955617,7,10,3,4,0,1,3.0437530355754148,3.4879535577826744,0.5,9,1.3535533905932737,1.1035533905932737
43,9,4,5,False,running,5.833333333333333,6.166666666666667,6.833333333333333,6.0,1.0137937550497034,1.9860625479688307,1.8633899812498247,6,11,2,4,0,0,2.7439933173069124,3.313245662491535,0.5833333333333334,10,1.4023689270621826,1.1380711874576983
44,7,5,2,False,running,6.5,6.166666666666667,7.166666666666667,5.833333333333333,0.7453559924999305,1.7480147469502525,1.509230856356236,7,15,2,4,0,0,3.0087314648439603,3.2872728681186127,0.6666666666666666,12,1.25,1.0
45,7,4,3,False,running,7.0,6.166666666666667,7.5,6.166666666666667,0.5,1.9507833184532708,1.5456030825826172,9,13,3,5,1,0,3.4619807634097524,3.7327925965437845,0.75,11,1.3446302428426213,1.0345177968644246
46,3,1,2,False,running,7.166666666666667,5.833333333333333,7.5,5.833333333333333,0.33333333333333304,2.068278940998476,1.3123346456686351,11,13,3,4,1,0,3.5333456656158773,3.5018448155273405,0.6666666666666666,11,1.1725889843221229,1.0345177968644246
47,7,3,4,False,running,6.666666666666667,5.833333333333333,6.333333333333333,6.0,0.3726779962499656,2.088327347690278,1.1055415967851332,10,14,2,1,1,0,3.016549036991643,2.487072741917546,0.75,8,1.4220412585204985,1.304737854124365
48,10,4,6,False,running,6.0,6.333333333333333,5.0,7.333333333333333,1.4142135623730951,1.699673171197595,1.1055415967851334,12,14,1,3,0,0,2.7730292044484446,2.9875131498501104,0.6666666666666666,10,1.2410768522493474,1.1868867239266072
49,8,4,4,False,running,5.666666666666667,6.5,4.0,6.666666666666667,1.6749792701868154,2.266911751455907,1.247219128924647,10,9,2,2,1,0,3.077543402096019,2.3383572539153747,0.75,7,1.436886723926607,1.5744101855826809
50,11,5,6,False,running,5.0,6.166666666666667,3.1666666666666665,5.833333333333333,1.863389981249825,2.034425935955617,1.7159383568311666,9,8,1,2,1,0,2.264050147971892,2.2937191095026686,0.5833333333333334,6,1.2147076018784562,1.4714045207910316
51,11,5,6,False,running,4.166666666666667,6.333333333333333,2.0,5.833333333333333,2.2236106773543893,2.3863035105460586,1.8633899812498247,7,7,2,4,1,0,2.621741138576161,3.3084911831124626,0.6666666666666666,5,1.436886723926607,1.7065590553849228
52,10,5,5,False,running,3.3333333333333335,6.166666666666667,1.5,5.0,2.173067468400883,2.650995620097811,1.9790570145063195,8,8,3,3,1,1,3.107212363626795,3.548947922887051,0.6666666666666666,5,1.539892388718256,1.8313070631075323
53,11,6,5,False,running,3.0,5.5,1.6666666666666667,4.166666666666667,1.8856180831641265,2.8722813232690143,2.3154073315749675,6,7,3,4,0,0,3.2873608701256747,3.600433329233283,0.6666666666666666,8,1.8095647201765719,1.6171796085798376
54,11,6,5,False,running,3.1666666666666665,5.0,2.0,3.3333333333333335,2.0344259359556167,2.793842435706702,2.748737083745107,5,5,2,5,0,1,3.0273772019676986,3.645825437066486,0.5833333333333334,8,2.0038253893395934,1.4700821937322879
55,8,5,3,False,running,3.0,4.5,2.3333333333333335,3.1666666666666665,1.4907119849998598,2.8722813232690143,2.7131367660166177,8,4,3,3,0,1,3.0148380374651356,3.536375871360297,0.6666666666666666,7,1.7718671270796975,1.6375234616560739
56,5,4,1,False,running,3.0,4.666666666666667,2.3333333333333335,3.5,1.343709624716425,2.9249881291307074,3.131382371342656,8,10,4,4,0,1,3.0969627155563,3.8621083840017207,0.5833333333333334,10,1.4220412585204985,1.2011844635310913
57,5,3,2,False,running,2.8333333333333335,4.333333333333333,2.0,3.1666666666666665,1.4337208778404378,2.7131367660166177,2.544056253745625,9,10,3,3,0,1,3.078297365516516,3.6874004887105816,0.5,11,1.2750469233121475,1.0833333333333333
58,6,4,2,False,running,2.1666666666666665,4.0,1.6666666666666667,2.8333333333333335,1.2692955176439844,2.1147629234082532,2.0069324297987157,11,10,2,3,0,1,3.122935509929222,3.758765390916707,0.5,11,1.1720412585204982,1.0833333333333333
59,5,3,2,False,running,2.1666666666666665,3.5,1.5,3.3333333333333335,0.6871842709362765,2.094967514996089,2.6718699236468995,10,11,3,4,0,1,3.2293219828668014,4.154050530122541,0.5833333333333334,10,1.1666666666666667,1.1523689270621824
60,4,2,2,False,running,2.0,3.8333333333333335,1.5,3.6666666666666665,0.52704627669473,2.4776781245530843,3.131382371342656,11,12,3,5,0,2,3.5472369233605434,4.389752790518057,0.5,11,1.0,1.0833333333333333
61,4,2,2,False,running,2.0,4.0,1.8333333333333333,3.5,0.5270462766947299,2.70801280154532,2.953340857778225,11,11,4,4,0,1,3.674841711291973,4.071837850024315,0.6666666666666666,11,1.1380711874576983,1.0833333333333333
62,4,2,2,False,running,2.3333333333333335,4.0,1.8333333333333333,3.3333333333333335,0.8333333333333334,2.6874192494328497,2.891558595482912,10,9,3,5,0,1,3.4438939302755287,4.071837850024315,0.5833333333333334,10,1.5032941396395139,1.3387079251871652
63,4,2,2,False,running,2.3333333333333335,4.0,2.0,3.1666666666666665,0.8975274678557508,2.8087165910587863,2.9107081994288304,9,9,4,5,0,1,3.5472369233605434,4.026445742191112,0.5833333333333334,11,1.8603796100280634,1.25
64,5,2,3,False,running,2.6666666666666665,3.6666666666666665,2.8333333333333335,3.3333333333333335,0.3726779962499648,2.472066162365221,2.8333333333333335,7,6,2,3,0,1,3.151951784154709,3.1259657156736416,0.5833333333333334,8,1.6330213383648797,1.3244101855826809
65,10,6,4,False,running,3.0,4.0,3.3333333333333335,4.0,0.3333333333333335,2.3804761428476167,3.0368111930481,7,9,1,3,0,1,2.7016643022423197,2.757904187967624,0.6666666666666666,10,1.4714045207910316,1.2750469233121475
66,11,5,6,False,running,3.3333333333333335,4.0,4.0,4.166666666666667,0.6871842709362768,2.6246692913372702,3.0230595245361758,5,6,1,3,0,1,2.688351561403214,2.6937587280875754,0.5833333333333334,8,1.8004626062886657,1.39344577931153
67,12,6,6,False,running,3.8333333333333335,4.166666666666667,4.666666666666667,3.6666666666666665,0.9718253158075504,2.9907264074877267,3.0184617127124724,4,7,3,2,0,0,2.7924485179087255,3.056413089109231,0.5,9,2.2903202111184684,1.3446302428426213
68,11,5,6,False,running,4.0,4.333333333333333,4.833333333333333,3.1666666666666665,1.4337208778404373,3.0368111930481,3.1534813214040835,6,7,2,4,0,0,2.8927284182251296,3.4196321354291137,0.5,9,2.2215873793431684,1.2410768522493474
69,11,5,6,False,running,4.5,4.5,5.833333333333333,3.3333333333333335,1.7716909687891078,3.24037034920393,3.1135902820449006,4,5,3,2,0,1,3.144153824923072,3.4668232447958864,0.5833333333333334,8,2.0324208685485616,1.6137548484993125
70,10,5,5,False,running,5.0,4.333333333333333,6.333333333333333,3.8333333333333335,1.4240006242195882,3.144660377352201,3.2188679859713276,5,9,2,4,0,1,3.122935509929222,3.67655271081848,0.75,9,1.5337431956073055,1.2214045207910316
71,9,4,5,False,running,5.333333333333333,4.5,6.666666666666667,4.666666666666667,1.3437096247164255,3.0230595245361753,2.9059326290271157,9,8,2,5,0,0,2.9827586704710387,3.605187808612355,0.5833333333333334,8,1.206559055384923,1.2553745918538317
72,10,6,4,False,running,6.0,4.5,7.333333333333333,5.0,1.4240006242195882,2.692582403567252,1.7950549357115013,8,6,2,4,0,0,2.881705193818092,3.3586377703247376,0.75,9,1.5500938466242948,1.46138592143713
73,10,6,4,False,running,6.333333333333333,5.333333333333333,7.5,5.333333333333333,1.166666666666667,2.260776661041756,1.3437096247164249,10,9,3,3,0,0,2.847336310391927,3.3586377703247376,0.5833333333333334,8,1.3875234616560739,1.3732257220515895
74,7,5,2,False,running,6.833333333333333,5.333333333333333,7.666666666666667,5.5,0.8498365855987982,2.1666666666666665,1.7716909687891083,11,10,2,4,1,0,3.1645105615733176,3.7327925965437845,0.6666666666666666,11,1.4910768522493474,1.2011844635310913
75,4,3,1,False,running,7.166666666666667,5.333333333333333,7.666666666666667,5.333333333333333,0.5,2.5221243250702594,2.1081851067789192,11,11,4,4,1,1,3.6264061236062055,3.840890069007871,0.75,11,1.5337431956073055,1.0345177968644246
76,4,1,3,False,running,7.333333333333333,5.333333333333333,7.0,6.0,0.74535599249993,2.5385910352879693,2.160246899469287,8,10,4,3,2,0,3.734503596070292,3.5684552383543937,0.5,9,1.5202200572599402,1.1868867239266072
77,10,5,5,False,running,6.666666666666667,5.166666666666667,6.333333333333333,6.833333333333333,1.6996731711975945,2.5873624493766707,2.650995620097811,5,8,3,5,0,1,3.3037170908173454,3.9442330620928856,0.5,9,1.714810681517655,1.2208567949894071
78,9,4,5,False,running,6.166666666666667,5.5,5.166666666666667,7.0,1.8027756377319946,2.592724864350674,2.4776781245530843,6,9,2,4,0,1,3.0939876247947513,3.4619807634097524,0.5833333333333334,10,1.6631181107698458,1.1375234616560739
79,11,6,5,False,running,5.0,6.166666666666667,4.666666666666667,6.833333333333333,0.7453559924999292,2.4094720491334933,2.5873624493766707,6,7,3,3,0,0,2.775971408185802,3.261388075752753,0.5,9,1.4725038648091642,1.2011844635310913
80,11,6,5,False,running,4.666666666666667,6.166666666666667,4.666666666666667,6.333333333333333,0.16666666666666607,2.455153310442706,3.3829638550307397,5,9,1,5,0,1,2.759716463609339,3.7539229095305724,0.5833333333333334,10,1.5250469233121475,1.2750469233121475
81,9,5,4,False,running,4.666666666666667,6.0,4.833333333333333,6.0,0.16666666666666607,3.2489314482696545,3.0230595245361758,5,8,4,2,0,0,3.4650109691541715,3.3375074573379497,0.5833333333333334,9,1.7831954698056807,1.3786003139054213
82,12,6,6,False,running,4.666666666666667,5.5,5.5,5.333333333333333,0.8498365855987973,2.9674156357941426,2.544056253745625,5,7,1,2,1,1,3.000173203383927,2.558336368008464,0.6666666666666666,9,1.8637548484993125,1.4762313868432386
83,9,6,3,False,running,5.166666666666667,5.833333333333333,5.833333333333333,5.333333333333333,0.8333333333333328,2.9907264074877267,2.3154073315749675,8,11,3,1,0,1,3.1392784565127467,2.4707165212258757,0.5833333333333334,11,2.1579837216969175,1.1801898050140316
84,6,2,4,False,running,5.5,5.833333333333333,6.666666666666667,4.833333333333333,1.5365907428821481,2.592724864350674,2.0069324297987157,7,8,2,2,0,0,2.908330675496303,2.834023569552821,0.5833333333333334,10,1.845181861059129,1.3387079251871652
85,11,6,5,False,running,5.833333333333333,5.333333333333333,7.5,4.333333333333333,1.9436506316151003,2.5873624493766707,1.4624940645653537,5,8,1,4,0,0,2.820710828713715,3.218460930866554,0.5,10,1.7980409352117894,1.3781099323325632
86,9,6,3,False,running,6.0,4.833333333333333,7.166666666666667,4.166666666666667,1.3437096247164249,2.3392781412697,0.9718253158075502,12,10,2,2,0,0,2.5801660869320653,2.7777836838275167,0.5833333333333334,9,1.4992253987428807,1.3737734478532142
87,4,3,1,False,running,6.5,4.333333333333333,7.333333333333333,4.5,0.8498365855987973,2.266911751455907,1.0671873729054748,12,12,2,2,0,0,2.900545990372812,3.000173203383927,0.6666666666666666,10,1.4422613157804387,1.2147076018784562
88,3,2,1,False,running,6.666666666666667,4.333333333333333,7.166666666666667,4.666666666666667,0.6009252125773319,1.7638342073763935,1.0137937550497034,13,14,2,2,0,0,2.6358078428357636,2.7777836838275167,0.5833333333333334,11,1.1720412585204982,1.0833333333333333
89,7,3,4,False,running,6.833333333333333,4.666666666666667,7.0,5.833333333333333,1.1785113019775788,1.740051084818425,1.7716909687891083,9,11,2,3,0,0,2.797202997287797,3.234063188137728,0.5,10,1.25,1.0690355937288492
90,10,4,6,False,running,6.833333333333333,5.333333333333333,6.166666666666667,6.833333333333333,1.6414763002993507,1.8333333333333333,1.90029237516523,8,10,2,3,0,0,2.971910892578937,3.398501822442326,0.75,10,1.5601124459781968,1.3041901283227404
91,12,6,6,False,running,6.5,6.0,5.5,6.833333333333333,1.3017082793177757,1.8027756377319946,1.8408935028645435,8,9,3,2,0,0,2.852688919592605,3.0879139391977675,0.5833333333333334,9,1.5107491837076632,1.1523689270621824
92,12,6,6,False,running,5.833333333333333,6.0,5.0,6.166666666666667,0.8498365855987973,2.266911751455907,2.266911751455907,8,6,2,2,0,0,2.820710828713715,2.7518108894545943,0.5,6,1.4910768522493474,1.3928980535099054
93,10,5,5,False,running,5.5,6.0,3.6666666666666665,6.666666666666667,1.950783318453271,2.6299556396765835,2.4720661623652207,8,7,3,1,0,0,3.054123572677163,3.3531097146091233,0.5833333333333334,8,1.3440825170409967,1.309564720176572
94,12,6,6,False,running,4.5,6.333333333333333,2.8333333333333335,6.666666666666667,1.699673171197595,2.5440562537456244,2.455153310442706,7,8,2,4,0,0,2.990664244625783,3.650579916445558,0.5,9,1.3440825170409967,1.206559055384923
95,8,5,3,False,running,4.333333333333333,6.666666666666667,2.5,7.0,1.8633899812498242,2.9059326290271157,1.9790570145063195,5,8,3,6,1,0,3.527817609900263,3.753922909530573,0.5833333333333334,9,1.6186390587802857,1.485702260395516
96,8,4,4,False,running,3.8333333333333335,6.333333333333333,1.8333333333333333,6.333333333333333,2.0,2.891558595482912,1.922093765778466,6,8,2,6,1,0,3.3846105646976596,3.753922909530573,0.5,6,1.5107491837076632,1.6585016422258982
97,9,5,4,False,running,3.5,5.833333333333333,2.0,5.333333333333333,1.5811388300841898,2.592724864350674,1.5986105077709065,9,9,2,3,0,0,2.9954187240048546,2.9875131498501104,0.6666666666666666,10,1.7464514441031793,1.4916245780509723
98,10,5,5,False,running,2.6666666666666665,6.0,1.5,4.5,1.9002923751652299,2.211083193570267,1.5811388300841898,11,8,3,3,0,0,3.1307201950527133,3.3586377703247376,0.8333333333333334,8,1.5118446353109125,1.490529126447723
99,12,6,6,False,running,2.5,5.166666666666667,1.1666666666666667,3.8333333333333335,1.8856180831641267,2.3213980461973533,2.697735676039774,9,4,3,5,0,2,3.0087314648439603,4.30754011041983,0.5,5,1.4633852748197125,1.8387079251871652
100,8,5,3,False,persistent_or_recurrent_movement_max_cycles,2.5,5.0,2.0,3.1666666666666665,1.90029237516523,2.9860788111948193,3.287180487219337,6,6,4,6,0,2,3.5926290311937463,4.30754011041983,0.5,6,1.490529126447723,1.6523689270621826
