cycle,movement_count,squares_moves,crosses_moves,stable,stop_reason,squares_centroid_row,squares_centroid_column,crosses_centroid_row,crosses_centroid_column,centroid_distance,squares_dispersion,crosses_dispersion,same_group_adjacent_pairs,mixed_adjacent_pairs,squares_edge_count,crosses_edge_count,squares_corner_count,crosses_corner_count,squares_mean_center_distance,crosses_mean_center_distance,checkerboard_alignment,mixed_nearest_neighbor_count,mean_nearest_same_distance,mean_nearest_other_distance
0,0,0,0,False,running,4.5,4.666666666666667,5.5,4.5,1.0137937550497034,3.337497399083464,2.345207879911715,2,4,2,1,1,0,3.151850508039501,2.42607837681317,0.5833333333333334,8,1.8440825170409967,1.7607491837076632
1,12,6,6,False,running,3.8333333333333335,4.5,5.833333333333333,4.666666666666667,2.0069324297987157,3.793268892247014,1.3017082793177757,10,0,3,0,1,0,3.758765390916707,1.7582571308386503,0.5833333333333334,0,1.2011844635310913,3.020558127346362
2,8,4,4,False,running,3.1666666666666665,4.333333333333333,5.666666666666667,4.166666666666667,2.505549396395485,4.126472801046649,1.0137937550497034,14,0,6,0,2,0,4.30754011041983,1.4511899682370093,0.5,0,1.0,3.85450042312497
3,4,1,3,False,running,3.3333333333333335,4.0,6.5,3.5,3.2058973436118907,4.14996653266291,1.0801234497346435,16,0,5,1,2,0,4.30754011041983,2.2804063686635625,0.6666666666666666,0,1.0,4.264638417366517
4,6,3,3,False,running,2.8333333333333335,4.333333333333333,6.833333333333333,4.166666666666667,4.0034707164881045,3.270236145058097,0.9718253158075502,18,0,4,1,0,0,3.650579916445558,2.452051171186092,0.5833333333333334,0,1.0,4.0832685668582105
5,4,2,2,False,running,2.3333333333333335,4.166666666666667,7.5,4.0,5.1693541397569405,2.7131367660166177,0.9574271077563381,18,0,3,3,0,0,3.440850450422964,3.1489083043021444,0.5,0,1.0,4.833929681129126
6,2,2,0,False,running,2.0,4.166666666666667,7.5,4.0,5.50252467307306,2.544056253745625,0.9574271077563381,18,0,3,3,0,0,3.5472369233605434,3.1489083043021444,0.5,0,1.0,5.278514221322497
7,2,2,0,False,running,1.6666666666666667,4.166666666666667,7.5,4.0,5.835713800003865,2.455153310442706,0.9574271077563381,18,0,3,3,0,0,3.7327925965437845,3.1489083043021444,0.5,0,1.0,5.60745007643609
8,5,5,0,False,running,1.1666666666666667,4.666666666666667,7.5,4.0,6.368324391514267,1.536590742882148,0.9574271077563381,17,0,5,3,0,0,3.650579916445558,3.1489083043021444,0.5,0,1.0,5.77490166849977
9,3,3,0,False,running,1.5,5.5,7.5,4.0,6.18465843842649,1.0801234497346435,0.9574271077563381,21,0,3,3,0,0,3.2765130922335732,3.1489083043021444,0.5833333333333334,0,1.0,5.557343284009897
10,1,1,0,False,running,1.3333333333333333,5.5,7.5,4.0,6.346477588219924,1.0671873729054748,0.9574271077563381,21,0,4,3,0,0,3.440850450422964,3.1489083043021444,0.5,0,1.0,5.699819961299169
11,0,0,0,True,stable_no_position_changes,1.3333333333333333,5.5,7.5,4.0,6.346477588219924,1.0671873729054748,0.9574271077563381,21,0,4,3,0,0,3.440850450422964,3.1489083043021444,0.5,0,1.0,5.699819961299169
