bundle_id,seed,promotive_level,risk_level,schools_promotive,schools_risk,neighborhood_promotive,neighborhood_risk,antisocial_experience_score,prosocial_experience_score,percent_antisocial,family_risk_mean,family_promotive_mean,school_risk_mean,school_promotive_mean,neighborhood_risk_mean,neighborhood_promotive_mean
2,3,25,25,25,25,25,50,127.071333333334,116.075999999996,0.44,0.23630204665,0.249242439385,0.243895795859,0.245349450521,0.332721491237,0.245304589462
2,4,25,25,25,25,25,50,154.954666666671,105.960666666663,0.5,0.259374903019,0.245881195968,0.239332776831,0.272701985333,0.357177024222,0.232364054895
2,5,25,25,25,25,25,50,155.147333333337,109.616666666663,0.493333333333,0.270244830182,0.262987109548,0.276315143272,0.240111088526,0.333203473879,0.240900186342
2,6,25,25,25,25,25,50,132.246666666669,118.751333333329,0.44,0.233083843447,0.258643033513,0.253556123733,0.238978757259,0.34354298502,0.242735577142
2,7,25,25,25,25,25,50,156.718666666668,95.04133333333,0.56,0.243672868641,0.223202895445,0.219065084836,0.260084952262,0.342201173569,0.237041781555
2,8,25,25,25,25,25,50,127.962000000002,120.648666666663,0.433333333333,0.231880586927,0.249293021987,0.243218013811,0.255290253383,0.342886070598,0.242559030506
2,9,25,25,25,25,25,50,139.581333333336,107.533999999997,0.446666666667,0.224268967866,0.230873547544,0.220265634124,0.230052513819,0.354752879228,0.240278073494
2,10,25,25,25,25,25,50,154.605333333338,104.195999999997,0.473333333333,0.24946965279,0.237136718926,0.226116954953,0.247206220347,0.365000947738,0.230848688727
3,1,25,25,25,25,25,75,194.09200000001,99.414666666664,0.526666666667,0.258695272756,0.245287301188,0.241837517104,0.248127250348,0.406730255034,0.243467626877
3,2,25,25,25,25,25,75,177.926666666675,107.681999999997,0.48,0.234877222791,0.244414594136,0.23750806475,0.249717943537,0.402696828547,0.238064760879
3,3,25,25,25,25,25,75,167.935333333339,103.800666666663,0.506666666667,0.244407803152,0.225698288446,0.243895795859,0.245349450521,0.385431761957,0.247628141148
3,4,25,25,25,25,25,75,167.676666666674,108.462666666663,0.48,0.24030152321,0.244498493445,0.239332776831,0.272701985333,0.403406089063,0.229787659199
3,5,25,25,25,25,25,75,177.250666666675,111.384666666663,0.46,0.250911459779,0.26222944967,0.276315143272,0.240111088526,0.393421400507,0.238355319356
3,6,25,25,25,25,25,75,189.724666666675,104.262666666663,0.533333333333,0.26977174705,0.2465938983,0.253556123733,0.238978757259,0.391336088548,0.247851869548
3,7,25,25,25,25,25,75,155.636666666671,103.773999999997,0.5,0.223471819676,0.227194854823,0.219065084836,0.260084952262,0.382908237996,0.228206397173
3,8,25,25,25,25,25,75,135.562000000005,128.393333333329,0.393333333333,0.222804869995,0.273198387429,0.243218013811,0.255290253383,0.404361160682,0.243674531291
3,9,25,25,25,25,25,75,139.356000000004,108.774666666663,0.446666666667,0.194500705249,0.239368269683,0.220265634124,0.230052513819,0.408115394896,0.239148860439
3,10,25,25,25,25,25,75,163.812666666674,109.30333333333,0.453333333333,0.235290877175,0.262824894957,0.226116954953,0.247206220347,0.410733440951,0.229663754158
4,1,25,25,25,25,50,25,99.078666666663,124.314666666666,0.533333333333,0.231111263954,0.207149737121,0.241837517104,0.248127250348,0.245378498965,0.34100144193
4,2,25,25,25,25,50,25,92.497999999997,144.988,0.5,0.227391247522,0.231413073294,0.23750806475,0.249717943537,0.245129581343,0.363333966448
4,3,25,25,25,25,50,25,80.746666666664,163.023333333334,0.433333333333,0.236595757914,0.251077830315,0.243895795859,0.245349450521,0.235534447391,0.359541500648
4,4,25,25,25,25,50,25,90.58933333333,148.384,0.493333333333,0.259374903019,0.245881195968,0.239332776831,0.272701985333,0.241644605257,0.350178704582
4,5,25,25,25,25,50,25,88.980666666664,152.293333333333,0.486666666667,0.252101998354,0.258942257855,0.276315143272,0.240111088526,0.227914145586,0.347026519636
4,6,25,25,25,25,50,25,81.708666666664,160.421333333333,0.44,0.233014411116,0.254837933369,0.253556123733,0.238978757259,0.235566488529,0.348950015976
4,7,25,25,25,25,50,25,95.41733333333,132.427333333334,0.546666666667,0.24110963029,0.223133252926,0.219065084836,0.260084952262,0.237334511818,0.351045098394
4,8,25,25,25,25,50,25,78.623999999997,158.043999999999,0.426666666667,0.228006348138,0.251992716821,0.243218013811,0.255290253383,0.235123429575,0.334492511297
4,9,25,25,25,25,50,25,86.327999999997,146.671333333332,0.46,0.22194679947,0.236028215764,0.220265634124,0.230052513819,0.247400241442,0.347804406423
4,10,25,25,25,25,50,25,84.651999999997,149.730666666666,0.453333333333,0.24686101063,0.240745616726,0.226116954953,0.247206220347,0.235510193774,0.344942335101
5,1,25,25,25,25,50,50,152.126666666668,129.140666666666,0.54,0.258464289814,0.233176372086,0.241837517104,0.248127250348,0.362457888674,0.344418900165
5,2,25,25,25,25,50,50,142.245333333333,139.079333333334,0.526666666667,0.233183564087,0.227148578143,0.23750806475,0.249717943537,0.354117413176,0.360766747524
5,3,25,25,25,25,50,50,119.555333333332,155.054000000001,0.473333333333,0.241413992153,0.241970230221,0.243895795859,0.245349450521,0.332721491237,0.363734330682
5,4,25,25,25,25,50,50,143.366000000001,143.418,0.513333333333,0.260976417038,0.238530441026,0.239332776831,0.272701985333,0.357177024222,0.34661374238
5,5,25,25,25,25,50,50,126.110666666667,152.863333333332,0.46,0.246554774445,0.258089865307,0.276315143272,0.240111088526,0.333203473879,0.341658056313
5,6,25,25,25,25,50,50,132.947999999999,148.149333333333,0.486666666667,0.244331379112,0.252708921088,0.253556123733,0.238978757259,0.34354298502,0.344386672533
5,7,25,25,25,25,50,50,134.170666666665,139.547333333333,0.54,0.236762422057,0.240425631537,0.219065084836,0.260084952262,0.342201173569,0.341831644594
5,8,25,25,25,25,50,50,102.279999999999,167.196666666666,0.393333333333,0.218158772453,0.267453104923,0.243218013811,0.255290253383,0.342886070598,0.336418331363
5,9,25,25,25,25,50,50,122.764,143.813999999999,0.466666666667,0.213356390181,0.233492605346,0.220265634124,0.230052513819,0.354752879228,0.344121825776
5,10,25,25,25,25,50,50,129.232666666668,153.303999999999,0.453333333333,0.242631679185,0.255477479187,0.226116954953,0.247206220347,0.365000947738,0.342864497194
6,1,25,25,25,25,50,75,162.118000000005,146.846,0.486666666667,0.270320228799,0.266542385456,0.241837517104,0.248127250348,0.406730255034,0.350643469829
6,2,25,25,25,25,50,75,155.203333333337,146.518666666667,0.5,0.227877991919,0.233489359209,0.23750806475,0.249717943537,0.402696828547,0.356166757764
6,3,25,25,25,25,50,75,128.57,152.082000000001,0.466666666667,0.223845871752,0.227115658937,0.243895795859,0.245349450521,0.385431761957,0.364435421537
6,4,25,25,25,25,50,75,148.652000000002,145.103333333333,0.5,0.228944690188,0.240925814043,0.239332776831,0.272701985333,0.403406089063,0.349037045825
6,5,25,25,25,25,50,75,156.638000000004,149.610666666666,0.486666666667,0.242714350275,0.249894278133,0.276315143272,0.240111088526,0.393421400507,0.344778844259
6,6,25,25,25,25,50,75,155.257333333335,144.322666666666,0.506666666667,0.2339184396,0.245839089237,0.253556123733,0.238978757259,0.391336088548,0.347258712172
6,7,25,25,25,25,50,75,130.018000000001,148.705999999999,0.473333333333,0.21699344671,0.245633210828,0.219065084836,0.260084952262,0.382908237996,0.331041240942
6,8,25,25,25,25,50,75,127.182000000003,164.918666666666,0.413333333333,0.220037680786,0.276519953169,0.243218013811,0.255290253383,0.404361160682,0.336147548362
6,9,25,25,25,25,50,75,125.292000000002,153.423333333332,0.42,0.194103619775,0.241784355614,0.220265634124,0.230052513819,0.408115394896,0.34465471677
6,10,25,25,25,25,50,75,123.019333333336,152.939333333333,0.42,0.208105186481,0.240629141858,0.226116954953,0.247206220347,0.410733440951,0.344620438859
7,1,25,25,25,25,75,25,98.760666666663,145.134666666669,0.54,0.259871406896,0.237157213128,0.241837517104,0.248127250348,0.245378498965,0.392733248915
7,2,25,25,25,25,75,25,84.249999999997,169.864000000003,0.466666666667,0.232034809622,0.249471148127,0.23750806475,0.249717943537,0.245129581343,0.401819047146
7,3,25,25,25,25,75,25,82.596666666664,157.606000000003,0.5,0.228601886531,0.221762646123,0.243895795859,0.245349450521,0.235534447391,0.399202296183
7,4,25,25,25,25,75,25,77.961333333331,182.395333333337,0.44,0.243600757228,0.262542446115,0.239332776831,0.272701985333,0.241644605257,0.401500066388
7,5,25,25,25,25,75,25,80.828666666664,181.911333333337,0.453333333333,0.25440812644,0.264513175726,0.276315143272,0.240111088526,0.227914145586,0.410859281718
7,6,25,25,25,25,75,25,93.221999999997,151.426000000002,0.526666666667,0.245437764643,0.241910599572,0.253556123733,0.238978757259,0.235566488529,0.393772784399
7,7,25,25,25,25,75,25,83.705999999998,163.463333333336,0.513333333333,0.231721049162,0.246165545681,0.219065084836,0.260084952262,0.237334511818,0.390960923161
7,8,25,25,25,25,75,25,67.497333333331,192.79266666667,0.393333333333,0.226239504695,0.28362341742,0.243218013811,0.255290253383,0.235123429575,0.387083613154
7,9,25,25,25,25,75,25,71.021333333331,165.585333333336,0.44,0.20036923254,0.236727821245,0.220265634124,0.230052513819,0.247400241442,0.399328236469
7,10,25,25,25,25,75,25,76.757333333331,176.611333333337,0.446666666667,0.238935947329,0.25965447372,0.226116954953,0.247206220347,0.235510193774,0.398241622993
8,1,25,25,25,25,75,50,136.036666666667,163.987333333336,0.486666666667,0.274149161099,0.265916024172,0.241837517104,0.248127250348,0.362457888674,0.393936620083
8,2,25,25,25,25,75,50,128.873333333332,162.15066666667,0.5,0.227212229163,0.232264463234,0.23750806475,0.249717943537,0.354117413176,0.403520635508
8,3,25,25,25,25,75,50,102.578666666664,167.684000000003,0.453333333333,0.224759214683,0.226983844184,0.243895795859,0.245349450521,0.332721491237,0.402412917896
8,4,25,25,25,25,75,50,121.847999999998,166.502000000003,0.493333333333,0.22792799127,0.244452922873,0.239332776831,0.272701985333,0.357177024222,0.393094371532
8,5,25,25,25,25,75,50,114.130666666665,176.847333333337,0.466666666667,0.235951211989,0.257783783043,0.276315143272,0.240111088526,0.333203473879,0.408960185333
8,6,25,25,25,25,75,50,125.022666666665,161.439333333336,0.5,0.236714517204,0.245758676829,0.253556123733,0.238978757259,0.34354298502,0.393246227699
8,7,25,25,25,25,75,50,110.471999999998,168.253333333335,0.473333333333,0.218101770887,0.244066480014,0.219065084836,0.260084952262,0.342201173569,0.382104884104
8,8,25,25,25,25,75,50,104.633333333332,184.85666666667,0.426666666667,0.225837645073,0.279325789499,0.243218013811,0.255290253383,0.342886070598,0.380744725645
8,9,25,25,25,25,75,50,99.000666666665,170.645333333335,0.42,0.1868256838,0.239472848246,0.220265634124,0.230052513819,0.354752879228,0.392456317037
8,10,25,25,25,25,75,50,107.113999999999,178.750000000003,0.42,0.231142504114,0.254350627383,0.226116954953,0.247206220347,0.365000947738,0.399990626302
9,1,25,25,25,25,75,75,147.358000000003,166.694000000003,0.493333333333,0.262593547882,0.259970527357,0.241837517104,0.248127250348,0.406730255034,0.392163413417
9,2,25,25,25,25,75,75,133.139333333334,177.088666666671,0.473333333333,0.227601643587,0.250304882207,0.23750806475,0.249717943537,0.402696828547,0.408770603214
9,3,25,25,25,25,75,75,132.555333333334,164.19866666667,0.48,0.233846223929,0.224548379758,0.243895795859,0.245349450521,0.385431761957,0.399991720532
9,4,25,25,25,25,75,75,150.136666666668,157.358666666669,0.52,0.249451816972,0.235774129082,0.239332776831,0.272701985333,0.403406089063,0.391740867528
9,5,25,25,25,25,75,75,130.161333333334,182.434666666671,0.446666666667,0.225607647759,0.257074716535,0.276315143272,0.240111088526,0.393421400507,0.406554230584
9,6,25,25,25,25,75,75,148.719333333334,150.053333333336,0.533333333333,0.244134282267,0.248050029009,0.253556123733,0.238978757259,0.391336088548,0.395497758237
9,7,25,25,25,25,75,75,125.991999999999,169.521333333336,0.48,0.22870134815,0.259850327519,0.219065084836,0.260084952262,0.382908237996,0.385889218989
9,8,25,25,25,25,75,75,123.526000000001,195.566000000005,0.426666666667,0.234746358346,0.304413922912,0.243218013811,0.255290253383,0.404361160682,0.389704431863
9,9,25,25,25,25,75,75,133.338000000001,161.757333333335,0.46,0.221716656855,0.240739386356,0.220265634124,0.230052513819,0.408115394896,0.388323006662
9,10,25,25,25,25,75,75,123.674666666668,171.006000000003,0.446666666667,0.218103887152,0.240680044513,0.226116954953,0.247206220347,0.410733440951,0.397847015015
10,1,25,25,25,50,25,25,125.392666666664,89.808666666664,0.52,0.224673641366,0.211372902985,0.363313457775,0.248304424718,0.245519200149,0.234648737244
10,2,25,25,25,50,25,25,109.049999999997,103.58333333333,0.486666666667,0.214735615552,0.228249290916,0.317659485301,0.249978482367,0.244896268228,0.242219624203
10,3,25,25,25,50,25,25,104.765999999998,118.359333333329,0.433333333333,0.245992226012,0.261104611072,0.353782123573,0.238377125037,0.235605174275,0.244590148194
10,4,25,25,25,50,25,25,120.939333333331,106.02733333333,0.493333333333,0.264022473322,0.240243325054,0.323791395555,0.26116765159,0.242591124697,0.234371271378
10,5,25,25,25,50,25,25,126.296666666664,101.02133333333,0.526666666667,0.275728386904,0.248193162609,0.383876565944,0.23016343066,0.22924727943,0.23809023267
10,6,25,25,25,50,25,25,102.415999999998,117.731999999996,0.446666666667,0.238365362422,0.252685468141,0.364696352854,0.232619049337,0.234792882579,0.245914458108
10,7,25,25,25,50,25,25,116.982666666663,99.069999999997,0.533333333333,0.240144901465,0.240802111228,0.309289813942,0.256783508824,0.23910224202,0.237536748719
10,8,25,25,25,50,25,25,94.633333333331,120.019999999996,0.413333333333,0.231675029334,0.254376899513,0.336705108633,0.254390540971,0.235699288503,0.241195594836
10,9,25,25,25,50,25,25,105.381999999998,109.754666666663,0.453333333333,0.221378971389,0.233735252542,0.314776612575,0.247438290142,0.245615626797,0.245002637145
10,10,25,25,25,50,25,25,116.955999999998,106.025999999997,0.48,0.251250787927,0.255751331698,0.349126027338,0.244484446357,0.236377972332,0.234576928063
11,1,25,25,25,50,25,50,188.391333333341,88.282666666664,0.54,0.240031924052,0.209549297106,0.363313457775,0.248304424718,0.363170210868,0.234944964739
11,2,25,25,25,50,25,50,177.12533333334,100.856666666664,0.526666666667,0.233407193678,0.231394119699,0.317659485301,0.249978482367,0.354332632617,0.23982480631
11,3,25,25,25,50,25,50,139.636000000004,118.340666666663,0.433333333333,0.236031174665,0.251815068507,0.353782123573,0.238377125037,0.331240006821,0.246128448193
11,4,25,25,25,50,25,50,181.550666666675,100.69133333333,0.513333333333,0.258169159079,0.234103513487,0.323791395555,0.26116765159,0.358765480385,0.231862318279
11,5,25,25,25,50,25,50,163.232000000006,108.78133333333,0.48,0.24949384208,0.25936045259,0.383876565944,0.23016343066,0.334699764832,0.241205448362
11,6,25,25,25,50,25,50,151.922666666672,114.649999999996,0.453333333333,0.234771866956,0.25517666914,0.364696352854,0.232619049337,0.342802117475,0.243769565779
11,7,25,25,25,50,25,50,167.51066666667,96.165999999997,0.546666666667,0.23517643442,0.223385505712,0.309289813942,0.256783508824,0.343305421808,0.236566509331
