engine,run_number,seed,bin,patch_count,run_patch_total,probability
netlogo,24,20260735,6,2,145,0.013793103448275862
netlogo,24,20260735,7,1,145,0.006896551724137931
netlogo,24,20260735,8,1,145,0.006896551724137931
netlogo,24,20260735,9,0,145,0.0
netlogo,24,20260735,10,0,145,0.0
netlogo,24,20260735,11,0,145,0.0
netlogo,24,20260735,12,0,145,0.0
netlogo,24,20260735,13,0,145,0.0
netlogo,24,20260735,14,0,145,0.0
netlogo,24,20260735,15,0,145,0.0
netlogo,24,20260735,16,0,145,0.0
netlogo,24,20260735,17,0,145,0.0
netlogo,24,20260735,18,0,145,0.0
netlogo,24,20260735,19,0,145,0.0
netlogo,24,20260735,20,0,145,0.0
netlogo,24,20260735,21,0,145,0.0
netlogo,24,20260735,22,0,145,0.0
netlogo,24,20260735,23,0,145,0.0
netlogo,24,20260735,24,0,145,0.0
netlogo,24,20260735,25,0,145,0.0
netlogo,24,20260735,26,0,145,0.0
netlogo,24,20260735,27,0,145,0.0
netlogo,24,20260735,28,0,145,0.0
netlogo,24,20260735,29,0,145,0.0
netlogo,24,20260735,30,0,145,0.0
netlogo,24,20260735,31+,0,145,0.0
netlogo,25,20260736,2,107,139,0.7697841726618705
netlogo,25,20260736,3,23,139,0.16546762589928057
netlogo,25,20260736,4,6,139,0.04316546762589928
netlogo,25,20260736,5,3,139,0.02158273381294964
netlogo,25,20260736,6,0,139,0.0
netlogo,25,20260736,7,0,139,0.0
netlogo,25,20260736,8,0,139,0.0
netlogo,25,20260736,9,0,139,0.0
netlogo,25,20260736,10,0,139,0.0
netlogo,25,20260736,11,0,139,0.0
netlogo,25,20260736,12,0,139,0.0
netlogo,25,20260736,13,0,139,0.0
netlogo,25,20260736,14,0,139,0.0
netlogo,25,20260736,15,0,139,0.0
netlogo,25,20260736,16,0,139,0.0
netlogo,25,20260736,17,0,139,0.0
netlogo,25,20260736,18,0,139,0.0
netlogo,25,20260736,19,0,139,0.0
netlogo,25,20260736,20,0,139,0.0
netlogo,25,20260736,21,0,139,0.0
netlogo,25,20260736,22,0,139,0.0
netlogo,25,20260736,23,0,139,0.0
netlogo,25,20260736,24,0,139,0.0
netlogo,25,20260736,25,0,139,0.0
netlogo,25,20260736,26,0,139,0.0
netlogo,25,20260736,27,0,139,0.0
netlogo,25,20260736,28,0,139,0.0
netlogo,25,20260736,29,0,139,0.0
netlogo,25,20260736,30,0,139,0.0
netlogo,25,20260736,31+,0,139,0.0
netlogo,26,20260737,2,110,119,0.9243697478991597
netlogo,26,20260737,3,9,119,0.07563025210084033
netlogo,26,20260737,4,0,119,0.0
netlogo,26,20260737,5,0,119,0.0
netlogo,26,20260737,6,0,119,0.0
netlogo,26,20260737,7,0,119,0.0
netlogo,26,20260737,8,0,119,0.0
netlogo,26,20260737,9,0,119,0.0
netlogo,26,20260737,10,0,119,0.0
netlogo,26,20260737,11,0,119,0.0
netlogo,26,20260737,12,0,119,0.0
netlogo,26,20260737,13,0,119,0.0
netlogo,26,20260737,14,0,119,0.0
netlogo,26,20260737,15,0,119,0.0
netlogo,26,20260737,16,0,119,0.0
netlogo,26,20260737,17,0,119,0.0
netlogo,26,20260737,18,0,119,0.0
netlogo,26,20260737,19,0,119,0.0
netlogo,26,20260737,20,0,119,0.0
netlogo,26,20260737,21,0,119,0.0
netlogo,26,20260737,22,0,119,0.0
netlogo,26,20260737,23,0,119,0.0
netlogo,26,20260737,24,0,119,0.0
netlogo,26,20260737,25,0,119,0.0
netlogo,26,20260737,26,0,119,0.0
netlogo,26,20260737,27,0,119,0.0
netlogo,26,20260737,28,0,119,0.0
netlogo,26,20260737,29,0,119,0.0
netlogo,26,20260737,30,0,119,0.0
netlogo,26,20260737,31+,0,119,0.0
netlogo,27,20260738,2,128,144,0.8888888888888888
netlogo,27,20260738,3,11,144,0.0763888888888889
netlogo,27,20260738,4,4,144,0.027777777777777776
netlogo,27,20260738,5,1,144,0.006944444444444444
netlogo,27,20260738,6,0,144,0.0
netlogo,27,20260738,7,0,144,0.0
netlogo,27,20260738,8,0,144,0.0
netlogo,27,20260738,9,0,144,0.0
netlogo,27,20260738,10,0,144,0.0
netlogo,27,20260738,11,0,144,0.0
netlogo,27,20260738,12,0,144,0.0
netlogo,27,20260738,13,0,144,0.0
netlogo,27,20260738,14,0,144,0.0
netlogo,27,20260738,15,0,144,0.0
netlogo,27,20260738,16,0,144,0.0
netlogo,27,20260738,17,0,144,0.0
netlogo,27,20260738,18,0,144,0.0
netlogo,27,20260738,19,0,144,0.0
netlogo,27,20260738,20,0,144,0.0
netlogo,27,20260738,21,0,144,0.0
netlogo,27,20260738,22,0,144,0.0
netlogo,27,20260738,23,0,144,0.0
netlogo,27,20260738,24,0,144,0.0
netlogo,27,20260738,25,0,144,0.0
netlogo,27,20260738,26,0,144,0.0
netlogo,27,20260738,27,0,144,0.0
netlogo,27,20260738,28,0,144,0.0
netlogo,27,20260738,29,0,144,0.0
netlogo,27,20260738,30,0,144,0.0
netlogo,27,20260738,31+,0,144,0.0
netlogo,28,20260739,2,100,136,0.7352941176470589
netlogo,28,20260739,3,25,136,0.18382352941176472
netlogo,28,20260739,4,5,136,0.03676470588235294
netlogo,28,20260739,5,5,136,0.03676470588235294
netlogo,28,20260739,6,0,136,0.0
netlogo,28,20260739,7,0,136,0.0
netlogo,28,20260739,8,1,136,0.007352941176470588
netlogo,28,20260739,9,0,136,0.0
netlogo,28,20260739,10,0,136,0.0
netlogo,28,20260739,11,0,136,0.0
netlogo,28,20260739,12,0,136,0.0
netlogo,28,20260739,13,0,136,0.0
netlogo,28,20260739,14,0,136,0.0
netlogo,28,20260739,15,0,136,0.0
netlogo,28,20260739,16,0,136,0.0
netlogo,28,20260739,17,0,136,0.0
netlogo,28,20260739,18,0,136,0.0
netlogo,28,20260739,19,0,136,0.0
netlogo,28,20260739,20,0,136,0.0
netlogo,28,20260739,21,0,136,0.0
netlogo,28,20260739,22,0,136,0.0
netlogo,28,20260739,23,0,136,0.0
netlogo,28,20260739,24,0,136,0.0
netlogo,28,20260739,25,0,136,0.0
netlogo,28,20260739,26,0,136,0.0
netlogo,28,20260739,27,0,136,0.0
netlogo,28,20260739,28,0,136,0.0
netlogo,28,20260739,29,0,136,0.0
netlogo,28,20260739,30,0,136,0.0
netlogo,28,20260739,31+,0,136,0.0
netlogo,29,20260740,2,99,108,0.9166666666666666
netlogo,29,20260740,3,8,108,0.07407407407407407
netlogo,29,20260740,4,1,108,0.009259259259259259
netlogo,29,20260740,5,0,108,0.0
netlogo,29,20260740,6,0,108,0.0
netlogo,29,20260740,7,0,108,0.0
netlogo,29,20260740,8,0,108,0.0
netlogo,29,20260740,9,0,108,0.0
netlogo,29,20260740,10,0,108,0.0
netlogo,29,20260740,11,0,108,0.0
netlogo,29,20260740,12,0,108,0.0
netlogo,29,20260740,13,0,108,0.0
netlogo,29,20260740,14,0,108,0.0
netlogo,29,20260740,15,0,108,0.0
netlogo,29,20260740,16,0,108,0.0
netlogo,29,20260740,17,0,108,0.0
netlogo,29,20260740,18,0,108,0.0
netlogo,29,20260740,19,0,108,0.0
netlogo,29,20260740,20,0,108,0.0
netlogo,29,20260740,21,0,108,0.0
netlogo,29,20260740,22,0,108,0.0
netlogo,29,20260740,23,0,108,0.0
netlogo,29,20260740,24,0,108,0.0
netlogo,29,20260740,25,0,108,0.0
netlogo,29,20260740,26,0,108,0.0
netlogo,29,20260740,27,0,108,0.0
netlogo,29,20260740,28,0,108,0.0
netlogo,29,20260740,29,0,108,0.0
netlogo,29,20260740,30,0,108,0.0
netlogo,29,20260740,31+,0,108,0.0
netlogo,30,20260741,2,91,101,0.900990099009901
netlogo,30,20260741,3,7,101,0.06930693069306931
netlogo,30,20260741,4,2,101,0.019801980198019802
netlogo,30,20260741,5,1,101,0.009900990099009901
netlogo,30,20260741,6,0,101,0.0
netlogo,30,20260741,7,0,101,0.0
netlogo,30,20260741,8,0,101,0.0
netlogo,30,20260741,9,0,101,0.0
netlogo,30,20260741,10,0,101,0.0
netlogo,30,20260741,11,0,101,0.0
netlogo,30,20260741,12,0,101,0.0
netlogo,30,20260741,13,0,101,0.0
netlogo,30,20260741,14,0,101,0.0
netlogo,30,20260741,15,0,101,0.0
netlogo,30,20260741,16,0,101,0.0
netlogo,30,20260741,17,0,101,0.0
netlogo,30,20260741,18,0,101,0.0
netlogo,30,20260741,19,0,101,0.0
netlogo,30,20260741,20,0,101,0.0
netlogo,30,20260741,21,0,101,0.0
netlogo,30,20260741,22,0,101,0.0
netlogo,30,20260741,23,0,101,0.0
netlogo,30,20260741,24,0,101,0.0
netlogo,30,20260741,25,0,101,0.0
netlogo,30,20260741,26,0,101,0.0
netlogo,30,20260741,27,0,101,0.0
netlogo,30,20260741,28,0,101,0.0
netlogo,30,20260741,29,0,101,0.0
netlogo,30,20260741,30,0,101,0.0
netlogo,30,20260741,31+,0,101,0.0
mesa,1,6512902294699416937,2,98,124,0.7903225806451613
mesa,1,6512902294699416937,3,17,124,0.13709677419354838
mesa,1,6512902294699416937,4,6,124,0.04838709677419355
mesa,1,6512902294699416937,5,1,124,0.008064516129032258
mesa,1,6512902294699416937,6,2,124,0.016129032258064516
mesa,1,6512902294699416937,7,0,124,0.0
mesa,1,6512902294699416937,8,0,124,0.0
mesa,1,6512902294699416937,9,0,124,0.0
mesa,1,6512902294699416937,10,0,124,0.0
mesa,1,6512902294699416937,11,0,124,0.0
mesa,1,6512902294699416937,12,0,124,0.0
mesa,1,6512902294699416937,13,0,124,0.0
mesa,1,6512902294699416937,14,0,124,0.0
mesa,1,6512902294699416937,15,0,124,0.0
mesa,1,6512902294699416937,16,0,124,0.0
mesa,1,6512902294699416937,17,0,124,0.0
mesa,1,6512902294699416937,18,0,124,0.0
mesa,1,6512902294699416937,19,0,124,0.0
mesa,1,6512902294699416937,20,0,124,0.0
mesa,1,6512902294699416937,21,0,124,0.0
mesa,1,6512902294699416937,22,0,124,0.0
mesa,1,6512902294699416937,23,0,124,0.0
mesa,1,6512902294699416937,24,0,124,0.0
mesa,1,6512902294699416937,25,0,124,0.0
mesa,1,6512902294699416937,26,0,124,0.0
mesa,1,6512902294699416937,27,0,124,0.0
mesa,1,6512902294699416937,28,0,124,0.0
mesa,1,6512902294699416937,29,0,124,0.0
mesa,1,6512902294699416937,30,0,124,0.0
mesa,1,6512902294699416937,31+,0,124,0.0
mesa,2,7231377022304299890,2,116,131,0.8854961832061069
mesa,2,7231377022304299890,3,7,131,0.05343511450381679
mesa,2,7231377022304299890,4,5,131,0.03816793893129771
mesa,2,7231377022304299890,5,1,131,0.007633587786259542
mesa,2,7231377022304299890,6,1,131,0.007633587786259542
mesa,2,7231377022304299890,7,0,131,0.0
mesa,2,7231377022304299890,8,0,131,0.0
mesa,2,7231377022304299890,9,0,131,0.0
mesa,2,7231377022304299890,10,0,131,0.0
mesa,2,7231377022304299890,11,0,131,0.0
mesa,2,7231377022304299890,12,1,131,0.007633587786259542
mesa,2,7231377022304299890,13,0,131,0.0
mesa,2,7231377022304299890,14,0,131,0.0
mesa,2,7231377022304299890,15,0,131,0.0
mesa,2,7231377022304299890,16,0,131,0.0
mesa,2,7231377022304299890,17,0,131,0.0
mesa,2,7231377022304299890,18,0,131,0.0
mesa,2,7231377022304299890,19,0,131,0.0
mesa,2,7231377022304299890,20,0,131,0.0
mesa,2,7231377022304299890,21,0,131,0.0
mesa,2,7231377022304299890,22,0,131,0.0
mesa,2,7231377022304299890,23,0,131,0.0
mesa,2,7231377022304299890,24,0,131,0.0
mesa,2,7231377022304299890,25,0,131,0.0
mesa,2,7231377022304299890,26,0,131,0.0
mesa,2,7231377022304299890,27,0,131,0.0
mesa,2,7231377022304299890,28,0,131,0.0
mesa,2,7231377022304299890,29,0,131,0.0
mesa,2,7231377022304299890,30,0,131,0.0
mesa,2,7231377022304299890,31+,0,131,0.0
mesa,3,4786558760875221914,2,102,126,0.8095238095238095
mesa,3,4786558760875221914,3,21,126,0.16666666666666666
mesa,3,4786558760875221914,4,3,126,0.023809523809523808
mesa,3,4786558760875221914,5,0,126,0.0
mesa,3,4786558760875221914,6,0,126,0.0
mesa,3,4786558760875221914,7,0,126,0.0
mesa,3,4786558760875221914,8,0,126,0.0
mesa,3,4786558760875221914,9,0,126,0.0
mesa,3,4786558760875221914,10,0,126,0.0
mesa,3,4786558760875221914,11,0,126,0.0
mesa,3,4786558760875221914,12,0,126,0.0
mesa,3,4786558760875221914,13,0,126,0.0
mesa,3,4786558760875221914,14,0,126,0.0
mesa,3,4786558760875221914,15,0,126,0.0
mesa,3,4786558760875221914,16,0,126,0.0
mesa,3,4786558760875221914,17,0,126,0.0
mesa,3,4786558760875221914,18,0,126,0.0
mesa,3,4786558760875221914,19,0,126,0.0
mesa,3,4786558760875221914,20,0,126,0.0
mesa,3,4786558760875221914,21,0,126,0.0
mesa,3,4786558760875221914,22,0,126,0.0
mesa,3,4786558760875221914,23,0,126,0.0
mesa,3,4786558760875221914,24,0,126,0.0
mesa,3,4786558760875221914,25,0,126,0.0
mesa,3,4786558760875221914,26,0,126,0.0
mesa,3,4786558760875221914,27,0,126,0.0
mesa,3,4786558760875221914,28,0,126,0.0
mesa,3,4786558760875221914,29,0,126,0.0
mesa,3,4786558760875221914,30,0,126,0.0
mesa,3,4786558760875221914,31+,0,126,0.0
mesa,4,7078651828599247398,2,93,118,0.788135593220339
mesa,4,7078651828599247398,3,19,118,0.16101694915254236
mesa,4,7078651828599247398,4,3,118,0.025423728813559324
mesa,4,7078651828599247398,5,2,118,0.01694915254237288
mesa,4,7078651828599247398,6,0,118,0.0
mesa,4,7078651828599247398,7,1,118,0.00847457627118644
mesa,4,7078651828599247398,8,0,118,0.0
mesa,4,7078651828599247398,9,0,118,0.0
mesa,4,7078651828599247398,10,0,118,0.0
mesa,4,7078651828599247398,11,0,118,0.0
mesa,4,7078651828599247398,12,0,118,0.0
mesa,4,7078651828599247398,13,0,118,0.0
mesa,4,7078651828599247398,14,0,118,0.0
mesa,4,7078651828599247398,15,0,118,0.0
mesa,4,7078651828599247398,16,0,118,0.0
mesa,4,7078651828599247398,17,0,118,0.0
mesa,4,7078651828599247398,18,0,118,0.0
mesa,4,7078651828599247398,19,0,118,0.0
mesa,4,7078651828599247398,20,0,118,0.0
mesa,4,7078651828599247398,21,0,118,0.0
mesa,4,7078651828599247398,22,0,118,0.0
mesa,4,7078651828599247398,23,0,118,0.0
mesa,4,7078651828599247398,24,0,118,0.0
mesa,4,7078651828599247398,25,0,118,0.0
mesa,4,7078651828599247398,26,0,118,0.0
mesa,4,7078651828599247398,27,0,118,0.0
mesa,4,7078651828599247398,28,0,118,0.0
mesa,4,7078651828599247398,29,0,118,0.0
mesa,4,7078651828599247398,30,0,118,0.0
mesa,4,7078651828599247398,31+,0,118,0.0
mesa,5,2865044097428016345,2,110,138,0.7971014492753623
mesa,5,2865044097428016345,3,16,138,0.11594202898550725
mesa,5,2865044097428016345,4,7,138,0.050724637681159424
mesa,5,2865044097428016345,5,3,138,0.021739130434782608
mesa,5,2865044097428016345,6,0,138,0.0
mesa,5,2865044097428016345,7,1,138,0.007246376811594203
mesa,5,2865044097428016345,8,0,138,0.0
mesa,5,2865044097428016345,9,1,138,0.007246376811594203
mesa,5,2865044097428016345,10,0,138,0.0
mesa,5,2865044097428016345,11,0,138,0.0
mesa,5,2865044097428016345,12,0,138,0.0
mesa,5,2865044097428016345,13,0,138,0.0
mesa,5,2865044097428016345,14,0,138,0.0
mesa,5,2865044097428016345,15,0,138,0.0
mesa,5,2865044097428016345,16,0,138,0.0
mesa,5,2865044097428016345,17,0,138,0.0
mesa,5,2865044097428016345,18,0,138,0.0
mesa,5,2865044097428016345,19,0,138,0.0
mesa,5,2865044097428016345,20,0,138,0.0
mesa,5,2865044097428016345,21,0,138,0.0
mesa,5,2865044097428016345,22,0,138,0.0
mesa,5,2865044097428016345,23,0,138,0.0
mesa,5,2865044097428016345,24,0,138,0.0
mesa,5,2865044097428016345,25,0,138,0.0
mesa,5,2865044097428016345,26,0,138,0.0
mesa,5,2865044097428016345,27,0,138,0.0
mesa,5,2865044097428016345,28,0,138,0.0
mesa,5,2865044097428016345,29,0,138,0.0
mesa,5,2865044097428016345,30,0,138,0.0
mesa,5,2865044097428016345,31+,0,138,0.0
mesa,6,8651792460407218879,2,91,132,0.6893939393939394
mesa,6,8651792460407218879,3,25,132,0.1893939393939394
mesa,6,8651792460407218879,4,10,132,0.07575757575757576
mesa,6,8651792460407218879,5,1,132,0.007575757575757576
mesa,6,8651792460407218879,6,1,132,0.007575757575757576
mesa,6,8651792460407218879,7,2,132,0.015151515151515152
mesa,6,8651792460407218879,8,1,132,0.007575757575757576
mesa,6,8651792460407218879,9,0,132,0.0
mesa,6,8651792460407218879,10,1,132,0.007575757575757576
mesa,6,8651792460407218879,11,0,132,0.0
mesa,6,8651792460407218879,12,0,132,0.0
mesa,6,8651792460407218879,13,0,132,0.0
mesa,6,8651792460407218879,14,0,132,0.0
mesa,6,8651792460407218879,15,0,132,0.0
mesa,6,8651792460407218879,16,0,132,0.0
mesa,6,8651792460407218879,17,0,132,0.0
mesa,6,8651792460407218879,18,0,132,0.0
mesa,6,8651792460407218879,19,0,132,0.0
mesa,6,8651792460407218879,20,0,132,0.0
mesa,6,8651792460407218879,21,0,132,0.0
mesa,6,8651792460407218879,22,0,132,0.0
mesa,6,8651792460407218879,23,0,132,0.0
mesa,6,8651792460407218879,24,0,132,0.0
mesa,6,8651792460407218879,25,0,132,0.0
mesa,6,8651792460407218879,26,0,132,0.0
mesa,6,8651792460407218879,27,0,132,0.0
mesa,6,8651792460407218879,28,0,132,0.0
mesa,6,8651792460407218879,29,0,132,0.0
mesa,6,8651792460407218879,30,0,132,0.0
mesa,6,8651792460407218879,31+,0,132,0.0
mesa,7,4798352960778975599,2,116,149,0.7785234899328859
mesa,7,4798352960778975599,3,23,149,0.15436241610738255
mesa,7,4798352960778975599,4,4,149,0.026845637583892617
mesa,7,4798352960778975599,5,5,149,0.03355704697986577
mesa,7,4798352960778975599,6,0,149,0.0
mesa,7,4798352960778975599,7,0,149,0.0
mesa,7,4798352960778975599,8,1,149,0.006711409395973154
mesa,7,4798352960778975599,9,0,149,0.0
mesa,7,4798352960778975599,10,0,149,0.0
mesa,7,4798352960778975599,11,0,149,0.0
mesa,7,4798352960778975599,12,0,149,0.0
mesa,7,4798352960778975599,13,0,149,0.0
mesa,7,4798352960778975599,14,0,149,0.0
mesa,7,4798352960778975599,15,0,149,0.0
mesa,7,4798352960778975599,16,0,149,0.0
mesa,7,4798352960778975599,17,0,149,0.0
mesa,7,4798352960778975599,18,0,149,0.0
mesa,7,4798352960778975599,19,0,149,0.0
mesa,7,4798352960778975599,20,0,149,0.0
mesa,7,4798352960778975599,21,0,149,0.0
mesa,7,4798352960778975599,22,0,149,0.0
mesa,7,4798352960778975599,23,0,149,0.0
mesa,7,4798352960778975599,24,0,149,0.0
mesa,7,4798352960778975599,25,0,149,0.0
mesa,7,4798352960778975599,26,0,149,0.0
mesa,7,4798352960778975599,27,0,149,0.0
mesa,7,4798352960778975599,28,0,149,0.0
mesa,7,4798352960778975599,29,0,149,0.0
mesa,7,4798352960778975599,30,0,149,0.0
mesa,7,4798352960778975599,31+,0,149,0.0
mesa,8,2870170757112160405,2,84,121,0.6942148760330579
mesa,8,2870170757112160405,3,23,121,0.19008264462809918
mesa,8,2870170757112160405,4,11,121,0.09090909090909091
mesa,8,2870170757112160405,5,1,121,0.008264462809917356
mesa,8,2870170757112160405,6,1,121,0.008264462809917356
mesa,8,2870170757112160405,7,0,121,0.0
mesa,8,2870170757112160405,8,0,121,0.0
mesa,8,2870170757112160405,9,0,121,0.0
mesa,8,2870170757112160405,10,0,121,0.0
mesa,8,2870170757112160405,11,0,121,0.0
mesa,8,2870170757112160405,12,1,121,0.008264462809917356
mesa,8,2870170757112160405,13,0,121,0.0
mesa,8,2870170757112160405,14,0,121,0.0
mesa,8,2870170757112160405,15,0,121,0.0
mesa,8,2870170757112160405,16,0,121,0.0
mesa,8,2870170757112160405,17,0,121,0.0
mesa,8,2870170757112160405,18,0,121,0.0
mesa,8,2870170757112160405,19,0,121,0.0
mesa,8,2870170757112160405,20,0,121,0.0
mesa,8,2870170757112160405,21,0,121,0.0
mesa,8,2870170757112160405,22,0,121,0.0
mesa,8,2870170757112160405,23,0,121,0.0
mesa,8,2870170757112160405,24,0,121,0.0
mesa,8,2870170757112160405,25,0,121,0.0
mesa,8,2870170757112160405,26,0,121,0.0
mesa,8,2870170757112160405,27,0,121,0.0
mesa,8,2870170757112160405,28,0,121,0.0
mesa,8,2870170757112160405,29,0,121,0.0
mesa,8,2870170757112160405,30,0,121,0.0
mesa,8,2870170757112160405,31+,0,121,0.0
mesa,9,1799580327007078412,2,101,130,0.7769230769230769
mesa,9,1799580327007078412,3,20,130,0.15384615384615385
mesa,9,1799580327007078412,4,3,130,0.023076923076923078
mesa,9,1799580327007078412,5,4,130,0.03076923076923077
mesa,9,1799580327007078412,6,0,130,0.0
mesa,9,1799580327007078412,7,1,130,0.007692307692307693
mesa,9,1799580327007078412,8,0,130,0.0
mesa,9,1799580327007078412,9,0,130,0.0
mesa,9,1799580327007078412,10,1,130,0.007692307692307693
mesa,9,1799580327007078412,11,0,130,0.0
mesa,9,1799580327007078412,12,0,130,0.0
mesa,9,1799580327007078412,13,0,130,0.0
mesa,9,1799580327007078412,14,0,130,0.0
mesa,9,1799580327007078412,15,0,130,0.0
mesa,9,1799580327007078412,16,0,130,0.0
mesa,9,1799580327007078412,17,0,130,0.0
mesa,9,1799580327007078412,18,0,130,0.0
mesa,9,1799580327007078412,19,0,130,0.0
mesa,9,1799580327007078412,20,0,130,0.0
mesa,9,1799580327007078412,21,0,130,0.0
mesa,9,1799580327007078412,22,0,130,0.0
mesa,9,1799580327007078412,23,0,130,0.0
mesa,9,1799580327007078412,24,0,130,0.0
mesa,9,1799580327007078412,25,0,130,0.0
mesa,9,1799580327007078412,26,0,130,0.0
mesa,9,1799580327007078412,27,0,130,0.0
mesa,9,1799580327007078412,28,0,130,0.0
mesa,9,1799580327007078412,29,0,130,0.0
mesa,9,1799580327007078412,30,0,130,0.0
mesa,9,1799580327007078412,31+,0,130,0.0
mesa,10,6472797241800602798,2,109,142,0.7676056338028169
mesa,10,6472797241800602798,3,20,142,0.14084507042253522
mesa,10,6472797241800602798,4,9,142,0.06338028169014084
mesa,10,6472797241800602798,5,3,142,0.02112676056338028
mesa,10,6472797241800602798,6,0,142,0.0
mesa,10,6472797241800602798,7,1,142,0.007042253521126761
mesa,10,6472797241800602798,8,0,142,0.0
mesa,10,6472797241800602798,9,0,142,0.0
mesa,10,6472797241800602798,10,0,142,0.0
mesa,10,6472797241800602798,11,0,142,0.0
mesa,10,6472797241800602798,12,0,142,0.0
mesa,10,6472797241800602798,13,0,142,0.0
mesa,10,6472797241800602798,14,0,142,0.0
mesa,10,6472797241800602798,15,0,142,0.0
mesa,10,6472797241800602798,16,0,142,0.0
mesa,10,6472797241800602798,17,0,142,0.0
mesa,10,6472797241800602798,18,0,142,0.0
mesa,10,6472797241800602798,19,0,142,0.0
mesa,10,6472797241800602798,20,0,142,0.0
mesa,10,6472797241800602798,21,0,142,0.0
mesa,10,6472797241800602798,22,0,142,0.0
mesa,10,6472797241800602798,23,0,142,0.0
mesa,10,6472797241800602798,24,0,142,0.0
mesa,10,6472797241800602798,25,0,142,0.0
mesa,10,6472797241800602798,26,0,142,0.0
mesa,10,6472797241800602798,27,0,142,0.0
mesa,10,6472797241800602798,28,0,142,0.0
mesa,10,6472797241800602798,29,0,142,0.0
mesa,10,6472797241800602798,30,0,142,0.0
mesa,10,6472797241800602798,31+,0,142,0.0
mesa,11,2062687946700046674,2,95,124,0.7661290322580645
mesa,11,2062687946700046674,3,17,124,0.13709677419354838
mesa,11,2062687946700046674,4,7,124,0.056451612903225805
mesa,11,2062687946700046674,5,2,124,0.016129032258064516
mesa,11,2062687946700046674,6,0,124,0.0
mesa,11,2062687946700046674,7,2,124,0.016129032258064516
mesa,11,2062687946700046674,8,0,124,0.0
mesa,11,2062687946700046674,9,1,124,0.008064516129032258
mesa,11,2062687946700046674,10,0,124,0.0
mesa,11,2062687946700046674,11,0,124,0.0
mesa,11,2062687946700046674,12,0,124,0.0
mesa,11,2062687946700046674,13,0,124,0.0
mesa,11,2062687946700046674,14,0,124,0.0
mesa,11,2062687946700046674,15,0,124,0.0
mesa,11,2062687946700046674,16,0,124,0.0
mesa,11,2062687946700046674,17,0,124,0.0
mesa,11,2062687946700046674,18,0,124,0.0
mesa,11,2062687946700046674,19,0,124,0.0
mesa,11,2062687946700046674,20,0,124,0.0
mesa,11,2062687946700046674,21,0,124,0.0
mesa,11,2062687946700046674,22,0,124,0.0
mesa,11,2062687946700046674,23,0,124,0.0
mesa,11,2062687946700046674,24,0,124,0.0
mesa,11,2062687946700046674,25,0,124,0.0
mesa,11,2062687946700046674,26,0,124,0.0
mesa,11,2062687946700046674,27,0,124,0.0
mesa,11,2062687946700046674,28,0,124,0.0
mesa,11,2062687946700046674,29,0,124,0.0
mesa,11,2062687946700046674,30,0,124,0.0
mesa,11,2062687946700046674,31+,0,124,0.0
mesa,12,1288702035818957092,2,71,81,0.8765432098765432
mesa,12,1288702035818957092,3,5,81,0.06172839506172839
mesa,12,1288702035818957092,4,2,81,0.024691358024691357
mesa,12,1288702035818957092,5,1,81,0.012345679012345678
mesa,12,1288702035818957092,6,0,81,0.0
mesa,12,1288702035818957092,7,0,81,0.0
mesa,12,1288702035818957092,8,0,81,0.0
mesa,12,1288702035818957092,9,1,81,0.012345679012345678
mesa,12,1288702035818957092,10,0,81,0.0
mesa,12,1288702035818957092,11,1,81,0.012345679012345678
mesa,12,1288702035818957092,12,0,81,0.0
mesa,12,1288702035818957092,13,0,81,0.0
mesa,12,1288702035818957092,14,0,81,0.0
mesa,12,1288702035818957092,15,0,81,0.0
mesa,12,1288702035818957092,16,0,81,0.0
mesa,12,1288702035818957092,17,0,81,0.0
mesa,12,1288702035818957092,18,0,81,0.0
mesa,12,1288702035818957092,19,0,81,0.0
mesa,12,1288702035818957092,20,0,81,0.0
mesa,12,1288702035818957092,21,0,81,0.0
mesa,12,1288702035818957092,22,0,81,0.0
mesa,12,1288702035818957092,23,0,81,0.0
mesa,12,1288702035818957092,24,0,81,0.0
mesa,12,1288702035818957092,25,0,81,0.0
mesa,12,1288702035818957092,26,0,81,0.0
mesa,12,1288702035818957092,27,0,81,0.0
mesa,12,1288702035818957092,28,0,81,0.0
mesa,12,1288702035818957092,29,0,81,0.0
mesa,12,1288702035818957092,30,0,81,0.0
mesa,12,1288702035818957092,31+,0,81,0.0
mesa,13,7935381053558873730,2,123,139,0.8848920863309353
mesa,13,7935381053558873730,3,12,139,0.08633093525179857
mesa,13,7935381053558873730,4,2,139,0.014388489208633094
mesa,13,7935381053558873730,5,1,139,0.007194244604316547
mesa,13,7935381053558873730,6,1,139,0.007194244604316547
mesa,13,7935381053558873730,7,0,139,0.0
mesa,13,7935381053558873730,8,0,139,0.0
mesa,13,7935381053558873730,9,0,139,0.0
mesa,13,7935381053558873730,10,0,139,0.0
mesa,13,7935381053558873730,11,0,139,0.0
mesa,13,7935381053558873730,12,0,139,0.0
mesa,13,7935381053558873730,13,0,139,0.0
mesa,13,7935381053558873730,14,0,139,0.0
mesa,13,7935381053558873730,15,0,139,0.0
mesa,13,7935381053558873730,16,0,139,0.0
mesa,13,7935381053558873730,17,0,139,0.0
mesa,13,7935381053558873730,18,0,139,0.0
mesa,13,7935381053558873730,19,0,139,0.0
mesa,13,7935381053558873730,20,0,139,0.0
mesa,13,7935381053558873730,21,0,139,0.0
mesa,13,7935381053558873730,22,0,139,0.0
